"","marker","JY001","JY002","JY003","JY004","JY005","JY006","JY007","JY008","JY009","JY010","JY011","JY012","JY013","JY014","JY015","JY016","JY017","JY018","JY019","JY020","JY021","JY022","JY023","JY024","JY025","JY026","JY027","JY028","JY029","JY030","JY031","JY032","JY033","JY034","JY035","JY036","JY037","JY038","JY039","JY040","JY041","JY042","JY043","JY044","JY045","JY046","JY047","JY048","JY049","JY050","JY051","JY052","JY053","JY054","JY055","JY056","JY057","JY058","JY059","JY060","JY061","JY062","JY063","JY064","JY065","JY066","JY067","JY068","JY069","JY070","JY071","JY072","JY073","JY074","JY075","JY076","JY077","JY078","JY079","JY080","JY081","JY082","JY083","JY084","JY085","JY086","JY087","JY088","JY089","JY090","JY091","JY092","JY093","JY094","JY095","JY096","JY097","JY098","JY099","JY100","JY101","JY102","JY103","JY104","JY105","JY106","JY107","JY108","JY109","JY110","JY111","JY112","JY113","JY114","JY115","JY116","JY117","JY118","JY119","JY120","JY121","JY122","JY123","JY124","JY125","JY126","JY127","JY128","JY129","JY130","JY131","JY132","JY133","JY134","JY135","JY136","JY137","JY138","JY139","JY140","JY141","JY142","JY143","JY144","JY145","JY146","JY147","JY148","JY149","JY150","JY151","JY152","JY153","JY154","JY155","JY156","JY157","JY158","JY159","JY160","JY161","JY162","JY163","JY164","JY165","JY166","JY167","JY168","JY169","JY170","JY171","JY172","JY173","JY174","JY175","JY176","JY177","JY178","JY179","JY180","JY181","JY182","JY183","JY184","JY185"
"3064","16_36914673","A","A","A","A","A","B","A","A","A","B","B","B","A","B","B","A","A","A","B","B","B","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","B","A","A","A","B","A","A","B","A","B","A","A","B","B","B","A","B","B","B","B","A","B","A","B","B","A","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","A","A","A","A","A","B","A","A","B","A","A","A","A","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","B","B","A","A","A","A","B","A","A","A","A","B","A","B","A","A","A","B","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","B","A","A","A","B","B","B","A","B","B","B","B","A","A","A","B","A","A","A","A","B","A","A","B","A","A","A","B","A"
"3065","16_36829436","A","A","A","A","A","B","A","A","A","B","B","B","A","B","B","A","A","A","B","B","B","B","A","A","B","A","A","A","H","B","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","B","A","A","-","B","A","A","B","A","B","A","A","B","B","B","A","B","B","B","B","A","B","A","B","B","A","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","A","A","A","A","A","B","A","B","B","A","A","A","A","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","B","B","A","A","A","A","B","A","A","A","A","B","A","B","A","A","A","A","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","B","A","A","A","B","B","B","A","B","-","A","B","A","A","A","B","A","A","A","A","B","B","A","B","A","A","A","A","A"
"3066","16_36813394","A","A","A","A","A","B","A","A","A","B","B","B","A","B","B","A","A","A","B","B","B","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","B","A","A","A","B","A","A","B","A","B","A","A","B","B","B","A","B","B","B","B","A","B","A","B","B","A","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","A","A","A","A","A","B","-","B","B","A","A","A","A","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","B","B","A","A","A","A","B","A","A","A","A","B","A","B","A","A","A","B","B","A","B","B","A","A","B","A","A","A","A","A","B","A","B","B","A","B","A","B","B","B","A","H","B","A","B","B","A","A","B","A","B","A","A","B","H","A","B","A","A","A","B","A"
"3067","16_36945432","A","A","A","A","A","B","A","A","A","B","B","B","A","B","B","A","A","A","B","B","B","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","B","A","A","A","B","A","A","B","A","B","A","A","B","B","B","A","B","B","B","B","H","B","A","B","B","A","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","A","A","A","A","A","B","A","A","B","A","A","A","A","A","B","B","A","B","A","B","-","A","-","B","B","B","A","B","B","B","A","A","A","A","B","-","A","A","A","B","A","B","A","A","B","B","-","A","B","B","A","-","B","A","A","A","A","A","B","A","-","-","A","A","A","B","B","B","A","A","B","-","B","A","A","A","B","A","B","A","A","B","A","-","B","A","A","A","B","A"
"3068","16_37132019","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","A","A","A","B","B","B","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","B","A","A","A","B","A","A","B","A","B","A","A","B","B","B","A","B","B","A","B","A","B","A","B","B","A","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","A","A","A","A","A","B","A","A","B","A","A","A","-","-","B","B","A","B","A","B","B","A","-","B","B","B","A","A","B","B","A","A","-","A","B","B","A","A","A","B","A","B","A","A","A","B","B","A","B","B","-","H","B","A","A","A","A","B","B","A","A","B","A","A","A","B","B","B","A","B","B","B","B","-","B","A","B","A","H","A","A","B","B","A","B","A","B","A","B","A"
"3069","16_37373459","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","A","A","A","B","B","B","B","A","A","B","A","A","A","B","B","A","A","B","B","A","A","A","A","A","A","A","-","A","A","A","B","-","B","B","A","A","A","A","A","B","A","A","-","B","A","A","B","A","B","A","A","B","B","B","A","B","B","A","B","A","B","A","B","A","A","B","B","A","A","A","A","B","B","A","A","B","A","B","B","A","A","A","A","A","A","B","A","H","B","A","A","A","A","A","B","B","A","B","A","B","-","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","A","A","A","B","A","B","A","A","A","B","B","A","B","B","A","A","B","A","A","A","A","A","B","A","B","-","A","A","A","B","B","B","A","B","B","B","B","A","B","A","B","A","B","A","A","B","A","B","B","A","B","A","A","A"
"3070","17_2365852","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","B","B","A","A","A","B","A","B","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","A","B","A","A","B","A","A","B","A","B","A","A","H","B","B","A","B","B","B","B","A","A","A","A","A","A","B","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","A","B","A","A","A","A","A","B","A","A","B","A","B","A","A","A","B","B","B","A","B","B","B"
"3071","17_2386110","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","B","B","A","A","A","B","A","B","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","B","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","H","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","H","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","A","B","A","A","B","A","A","B","A","B","A","A","B","B","B","A","B","H","B","B","A","A","A","A","B","B","B","B","A","A","A","B","A","B","A","B","A","A","A","B","-","B","A","B","-","A","-","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","B"
"3072","17_2380884","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","B","B","A","A","A","B","A","B","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","H","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","A","B","A","A","B","A","A","B","A","B","A","A","H","B","B","A","B","B","B","B","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","B","A","A","A","B","A","A","A","B","A","A","A","A","A","A","A","A","B","A","-","A","A","A","B","B","B","A","B","-","B"
"3073","17_2380846","A","A","B","B","-","B","B","B","B","A","A","B","A","A","B","A","-","A","A","A","A","A","B","A","B","B","B","B","A","A","A","B","A","B","A","-","B","A","B","-","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","-","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","-","B","A","A","A","A","A","-","A","B","-","A","B","-","B","A","A","A","A","-","A","A","A","-","B","B","A","B","A","A","B","A","A","B","A","B","A","A","H","-","B","A","B","-","-","-","A","A","A","A","A","B","-","B","A","A","A","-","A","B","A","-","A","A","A","-","A","A","A","-","A","A","A","A","A","A","A","A","-","A","-","A","A","A","B","B","-","A","-","-","-"
"3074","17_2141148","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","B","A","A","B","B","A","B","A","B","B","B","B","A","A","A","B","A","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","H","A","A","A","B","A","B","B","A","B","B","-","A","A","A","A","B","A","A","A","B","B","B","A","B","A","A","B","A","A","B","A","B","A","A","H","B","B","A","B","B","B","B","A","A","A","-","A","B","B","B","A","A","A","B","A","B","A","B","A","A","A","B","A","A","A","B","A","B","A","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","B"
"3075","17_2118357","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","A","B","A","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","A","B","A","A","B","A","A","B","A","B","A","A","-","B","B","A","B","B","B","B","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","B","A","A","A","B","A","-","A","B","A","B","A","H","A","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","B"
"3076","17_1602159","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","B","B","A","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","-","A","B","B","B","B","B","B","A","B","A","A","B","A","B","A","A","A","B","B","A","B","B","B","B","A","-","A","A","A","B","B","B","A","A","A","B","A","B","A","-","A","A","A","B","A","B","A","B","A","-","B","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","B"
"3077","17_1876999","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","B","A","A","B","B","A","B","A","B","B","B","B","A","A","B","B","A","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","-","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","A","B","A","A","B","B","B","A","A","B","B","B","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","B","A","A","A","B","A","B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","B"
"3078","17_1903609","A","A","B","B","B","B","B","B","B","A","A","H","A","A","B","H","B","A","A","B","B","A","B","A","B","B","B","H","A","A","B","B","A","H","A","B","B","H","B","B","B","B","B","B","B","A","A","B","B","H","B","A","A","B","B","A","A","B","A","A","A","B","B","H","H","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","A","A","B","B","B","B","B","B","A","B","A","A","B","A","B","A","A","B","B","B","A","B","B","H","B","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","H","A","A","A","B","A","H","A","B","A","B","B","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","B","A","H"
"3079","17_1144458","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","B","A","A","B","B","A","B","A","B","B","B","A","A","A","B","H","A","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","-","A","B","B","B","-","B","B","A","B","A","A","A","A","B","A","A","B","B","B","B","B","B","B","B","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","B","A","A","A","B","A","A","A","B","A","B","-","B","A","A","A","A","B","A","B","A","-","A","B","B","B","A","B","A","-"
"3080","17_981455","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","H","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","-","A","B","B","B","A","B","B","A","B","A","A","A","A","B","A","A","A","B","B","A","B","B","B","B","A","B","A","A","A","A","B","B","A","A","B","B","A","B","A","B","A","A","A","B","A","A","A","B","A","B","B","A","A","A","A","A","B","A","B","A","A","A","B","B","B","A","B","B","B"
"3081","17_254715","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","A","A","A","B","H","A","B","A","B","B","B","B","A","A","B","H","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","H","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","-","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","-","B","B","A","B","B","B","B","-","B","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","H","B","A","A","A","B","B","B","A","B","-","B"
"3082","17_140639","A","A","B","B","B","H","B","B","B","A","A","B","A","A","H","B","A","A","A","B","B","A","B","A","B","B","B","B","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","H","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","A","B","B","B","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","H","A","B","A","A","A","B","B","B","A","B","A","A"
"3083","17_129895","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","-","A","A","A","B","B","A","B","A","B","B","B","-","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","H","B","H","A","B","A","A","H","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","H","-","B","A","A","A","A","B","A","A","-","B","B","H","B","B","B","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","A","A","H","H","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","H","B","A","B","A","B","B","B","A","B","-","A"
"3084","17_608174","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","-","B","B","B","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","A","A","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","A","B","A","-","A","B","B","B","A","B","A","A"
"3085","17_423010","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","H","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","-","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","A","B","B","B","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","B","B","A","-","A","B","B","B","A","B","A","A"
"3086","17_496580","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","-","A","A","B","B","A","B","A","B","B","B","-","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","B","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","A","B","B","B","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","A","B","A","A"
"3087","17_664440","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B","B","A","B","A","B","B","B","B","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","-","B","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","A","B","B","-","B","B","B","A","A","A","B","B","B","A","A","-","B","A","B","A","-","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","A","B","B","A"
"3088","17_664430","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","B","B","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","A","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","-","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","A","B","A","A","A","B","B","B","A","B","A","A"
"3089","17_52959","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","B","B","B","A","B","H","B","A","A","A","B","B","B","A","A","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","B","B","A","A","A","B","B","B","A","B","A","A"
"3090","17_207381","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","H","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","B","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","B","B","A","A","A","B","B","B","A","B","A","A"
"3091","17_191952","A","A","B","B","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","H","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","H","A","B","A","A","A","H","B","B","B","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","B","A","B","B","B","A","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","B","B","A","A","A","B","B","B","B","B","A","A"
"3092","17_138125","A","A","B","B","B","B","B","B","B","A","A","A","A","A","B","A","A","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","B","A","A","A","B","A","B","B","A","B","B","B","H","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","H","B","B","A","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","B","B","A","A","A","B","B","A","A","B","A","A"
"3093","17_342612","A","A","B","B","B","B","B","B","B","A","H","A","A","A","B","A","B","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","-","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","B","B","A","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","B","B","A","A","A","B","B","B","A","B","A","A"
"3094","17_385142","A","A","B","B","B","B","B","B","B","A","A","A","A","A","B","A","B","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A","B","A","A","A","A","B","B","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","B","B","A","A","A","B","B","B","A","B","A","A"
"3095","17_186402","A","A","B","B","B","B","B","B","B","A","A","A","A","A","B","A","A","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","H","A","B","A","B","A","B","B","B","A","B","H","B","B","A","A","A","A","B","A","A","A","B","B","A","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A","B","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","H","B","A","A","A","B","B","B","A","B","A","A"
"3096","17_129917","A","A","B","B","B","B","B","B","B","A","A","A","A","A","B","-","A","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","H","B","A","A","B","A","A","A","B","B","B","A","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","H","-","B","A","A","A","A","B","A","A","-","B","B","H","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A","H","A","B","A","A","A","B","A","B","B","A","A","B","A","A","B","H","B","A","A","A","B","B","B","A","B","A","A"
"3097","17_766497","A","A","B","B","B","B","B","B","B","A","A","A","A","A","B","A","B","A","A","B","B","A","B","A","B","B","B","A","A","A","B","B","B","A","A","B","B","A","B","B","B","B","B","B","B","A","A","B","B","A","B","A","A","B","B","A","A","B","A","A","A","B","B","B","A","A","B","B","B","B","B","B","B","A","A","A","B","B","A","B","A","A","B","A","B","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","A","B","B","B","A","B","B","A","B","A","A","A","A","B","A","A","B","B","B","A","B","B","A","B","B","B","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A","A","A","B","A","A","A","B","A","B","B","B","A","A","A","A","B","B","B","A","A","A","B","B","B","A","B","B","A"
