Nr	Group	Position	Locus	LOD	X..Iter.	mu_A	mu_H	mu_B	Variance	X..Expl.	Additive	GIC	traits	number	selected	physical	phy_se
2196	6	297.713	06_45921790	3.51	1	14.1229	14.853	15.5831	5.50406	8.6	-0.73012	1	Oil_2011	441036	TRUE	45.92179	TRUE
2836	8	84.596	08_7612869-08_7656665	4.11	1	15.5366	14.7449	13.9531	5.42105	10	0.791751	0.976	Oil_2011	441676	TRUE	7.612869	TRUE
3205	9	32.954	09_2556374-09_2966837	4.77	1	15.6044	14.7268	13.8492	5.3298	11.5	0.877607	0.932	Oil_2011	442045	TRUE	2.556374	TRUE
4935	13	100.293	13_18979888-13_19610335	3.43	1	15.6268	14.8816	14.1363	5.51624	8.4	0.745256	0.922	Oil_2011	443775	TRUE	18.979888	TRUE
5210	13	309.371	13_31778254-13_32041131	2.09	1	15.425	14.8464	14.2678	5.70787	5.2	0.578566	0.946	Oil_2011	444050	TRUE	31.778254	TRUE
5863	15	33.551	15_2321231	4.38	1	15.5004	14.6757	13.851	5.38304	10.6	0.824708	0.979	Oil_2011	444703	TRUE	2.321231	TRUE
6797	17	184.567	17_13632893	2.23	1	14.294	14.8805	15.467	5.68766	5.5	-0.5865	0.991	Oil_2011	445637	TRUE	13.632893	TRUE
6826	17	204.125	17_26599190	2.57	1	14.2526	14.8787	15.5047	5.63862	6.4	-0.62604	0.993	Oil_2011	445666	TRUE	26.59919	TRUE
6856	17	224.785	17_32886923	2.72	1	14.199	14.8388	15.4787	5.61685	6.7	-0.639861	1	Oil_2011	445696	TRUE	32.886923	TRUE
8047	20	80.753	20_4787436	8.52	1	16.0243	14.9222	13.8201	4.84234	19.6	1.10213	0.988	Oil_2011	446887	TRUE	4.787436	TRUE
8083	20	107.172	20_24388175-20_20778524	7.65	1	15.9739	14.9105	13.8471	4.95114	17.8	1.06339	0.967	Oil_2011	446923	TRUE	24.388175	TRUE
8142	20	145.078	20_32381606-20_32827066	8.21	1	16.0028	14.9109	13.819	4.88127	18.9	1.09188	0.972	Oil_2011	446982	TRUE	32.381606	TRUE
507	2	86.52	02_8762391-02_9453902	2.31	1	12.7853	12.3003	11.8154	3.49737	5.8	0.484954	0.953	Oil_MRI_2012	447627	TRUE	8.762391	TRUE
687	2	227.159	02_40130569-02_40934117	2.11	1	12.7556	12.2867	11.8178	3.51584	5.3	0.468879	0.931	Oil_MRI_2012	447807	TRUE	40.130569	TRUE
2088	6	219.722	06_17830223-06_18597849	12.2	1	11.5153	12.5582	13.6012	2.7119	26.9	-1.04295	0.958	Oil_MRI_2012	449208	TRUE	17.830223	TRUE
2154	6	268.273	06_39743079	7.18	1	11.6544	12.4546	13.2548	3.08579	16.9	-0.800166	1	Oil_MRI_2012	449274	TRUE	39.743079	TRUE
2189	6	292.516	06_45200816	2.87	1	11.8768	12.3989	12.9209	3.44746	7.1	-0.522083	1	Oil_MRI_2012	449309	TRUE	45.200816	TRUE
2831	8	81.663	08_7270752-08_6790859	9.34	1	13.2025	12.2563	11.3102	2.91886	21.4	0.946156	0.954	Oil_MRI_2012	449951	TRUE	7.270752	TRUE
2969	8	183.557	08_16764000	2.5	1	12.816	12.3318	11.8477	3.47994	6.2	0.484123	1	Oil_MRI_2012	450089	TRUE	16.764	TRUE
3204	9	31.954	09_2556374	3.7	1	12.8858	12.2936	11.7014	3.37449	9.1	0.592207	1	Oil_MRI_2012	450324	TRUE	2.556374	TRUE
3932	10	279.335	10_45286714-	2.15	1	12.8671	12.3637	11.8603	3.51222	5.4	0.503389	0.789	Oil_MRI_2012	451052	TRUE	45.286714	TRUE
4934	13	99.293	13_18979888-	4.03	1	13.0444	12.4143	11.7841	3.34578	9.9	0.630165	0.934	Oil_MRI_2012	452054	TRUE	18.979888	TRUE
5886	15	51.149	15_4573538	8.42	1	13.1062	12.2445	11.3829	2.98893	19.5	0.861664	1	Oil_MRI_2012	453006	TRUE	4.573538	TRUE
6052	15	180.811	15_14527333	2.24	1	12.8493	12.3863	11.9233	3.50357	5.6	0.463003	0.986	Oil_MRI_2012	453172	TRUE	14.527333	TRUE
6583	17	25.276	17_186402	2.15	1	12.841	12.3899	11.9387	3.51187	5.4	0.45113	1	Oil_MRI_2012	453703	TRUE	0.186402	TRUE
6989	18	5.506	18_143167	2.02	1	12.7591	12.3208	11.8826	3.52327	5.1	0.438232	0.999	Oil_MRI_2012	454109	TRUE	0.143167	TRUE
8046	20	80.344	20_4235913-20_4787436	9.02	1	13.3451	12.4406	11.5362	2.94264	20.7	0.904417	0.961	Oil_MRI_2012	455166	TRUE	4.235913	TRUE
8065	20	92.651	20_22632082	8.89	1	13.3203	12.4388	11.5572	2.95268	20.4	0.881517	0.993	Oil_MRI_2012	455185	TRUE	22.632082	TRUE
8127	20	135.024	20_30168088	8.64	1	13.2516	12.389	11.5263	2.97198	19.9	0.86266	1	Oil_MRI_2012	455247	TRUE	30.168088	TRUE
8215	20	203.517	20_37787855	3.13	1	12.8353	12.2941	11.7529	3.42441	7.7	0.541175	1	Oil_MRI_2012	455335	TRUE	37.787855	TRUE
4450	12	88.478	12_5520945	7.21	1	112.812	134.911	157.01	2353.54	16.9	-22.0989	0.999	Plant_height_2011	459850	TRUE	5.520945	TRUE
5335	13	403.611	13_37124254	3.65	1	118.905	134.869	150.834	2578.31	8.9	-15.9645	0.999	Plant_height_2011	460735	TRUE	37.124254	TRUE
5696	14	141.556	14_17884446	2.74	1	147.852	133.817	119.782	2639.02	6.8	14.0349	0.994	Plant_height_2011	461096	TRUE	17.884446	TRUE
7825	19	250.12	19_44507961	9.85	1	107.857	133.229	158.602	2199.81	22.3	-25.3728	0.992	Plant_height_2011	463225	TRUE	44.507961	TRUE
417	2	17.149	02_2149517-02_2418026	2.26	1	121.151	133.381	145.612	2327.23	5.7	-12.2307	0.931	Plant_height_2012	464097	TRUE	2.149517	TRUE
4427	12	71.293	12_4607427	4.36	1	116.046	132.281	148.516	2203.95	10.7	-16.2351	1	Plant_height_2012	468107	TRUE	4.607427	TRUE
5293	13	374.141	13_35359072	3.97	1	116.327	132.158	147.988	2226.74	9.8	-15.8305	0.99	Plant_height_2012	468973	TRUE	35.359072	TRUE
6934	17	292.285	17_39491278	2.07	1	145.04	133.627	122.214	2338.78	5.2	11.4132	0.991	Plant_height_2012	470614	TRUE	39.491278	TRUE
7337	18	256.197	18_50504231-18_56707058	2.23	1	116.987	133.538	150.089	2328.98	5.6	-16.5508	0.539	Plant_height_2012	471017	TRUE	50.504231	TRUE
7826	19	251.024	19_44443198	9.99	1	106.114	129.966	153.818	1905.66	22.8	-23.8524	1	Plant_height_2012	471506	TRUE	44.443198	TRUE
8106	20	121.336	20_26567270	2.1	1	119.943	131.479	143.016	2337.16	5.3	-11.5363	1	Plant_height_2012	471786	TRUE	26.56727	TRUE
399	2	4.574	02_843536	2.57	1	112.808	124.221	135.635	1637.2	7.1	-11.4136	0.998	Plant_height_2013	472359	TRUE	0.843536	TRUE
2394	7	83.42	07_5770541-07_6363160	2.23	1	113.278	123.977	134.676	1653.15	6.2	-10.6988	0.96	Plant_height_2013	474354	TRUE	5.770541	TRUE
4445	12	83.743	12_5345648	6.3	1	106.266	123.404	140.541	1471.78	16.5	-17.1375	0.998	Plant_height_2013	476405	TRUE	5.345648	TRUE
5348	13	414.176	13_37903175	2.23	1	111.898	122.483	133.068	1653.4	6.2	-10.585	0.982	Plant_height_2013	477308	TRUE	37.903175	TRUE
5658	14	119.788	14_21836265	2.03	1	133.066	122.942	112.817	1662.68	5.6	10.1244	0.986	Plant_height_2013	477618	TRUE	21.836265	TRUE
7848	19	268.562	19_45523455	11.26	1	96.2311	118.85	141.47	1276.81	27.5	-22.6193	0.993	Plant_height_2013	479808	TRUE	45.523455	TRUE
3881	10	236.57	10_41559221-10_41632835	2.6	1	50.3448	43.9674	37.5901	562.943	6.5	6.37735	0.966	Plant_height_Fuzhou_2019	484121	TRUE	41.559221	TRUE
3994	10	329.132	10_50468065	2.08	1	49.7064	44.0652	38.4241	570.509	5.3	5.64113	0.999	Plant_height_Fuzhou_2019	484234	TRUE	50.468065	TRUE
4046	11	34.181	11_4411768	2.51	1	49.7367	43.499	37.2613	564.199	6.3	6.23769	1	Plant_height_Fuzhou_2019	484286	TRUE	4.411768	TRUE
4917	13	86.775	13_17395145	2.09	1	50.2868	44.5818	38.8767	570.371	5.3	5.70509	1	Plant_height_Fuzhou_2019	485157	TRUE	17.395145	TRUE
5707	14	150.626	14_39975933	2.51	1	49.5593	43.2094	36.8594	564.217	6.3	6.34995	0.994	Plant_height_Fuzhou_2019	485947	TRUE	39.975933	TRUE
6235	16	1.212	16_285638	2.46	1	49.8384	43.622	37.4056	564.945	6.2	6.2164	0.996	Plant_height_Fuzhou_2019	486475	TRUE	0.285638	TRUE
7490	18	376.69	18_51519853-18_51579762	3.03	1	38.2377	45.3158	52.394	556.621	7.6	-7.07812	0.938	Plant_height_Fuzhou_2019	487730	TRUE	51.519853	TRUE
7527	19	28.953	19_1353843-19_2167576	2.79	1	36.7793	43.6658	50.5523	560.093	7	-6.88646	0.897	Plant_height_Fuzhou_2019	487767	TRUE	1.353843	TRUE
7562	19	54.59	19_7836156	2.52	1	37.8251	44.1646	50.504	564.079	6.3	-6.33943	0.991	Plant_height_Fuzhou_2019	487802	TRUE	7.836156	TRUE
7576	19	66.529	19_23378924-19_22367997	2.51	1	37.9304	44.5035	51.0766	564.276	6.3	-6.57306	0.905	Plant_height_Fuzhou_2019	487816	TRUE	23.378924	TRUE
7825	19	250.12	19_44507961	8.25	1	31.8484	42.7685	53.6886	485.986	19.3	-10.9201	0.992	Plant_height_Fuzhou_2019	488065	TRUE	44.507961	TRUE
103	1	79.52	01_5510251-01_5689603	2.27	1	76.5427	70.1394	63.7361	575.78	6.4	6.40331	0.977	Plant_height_0812_2013	488623	TRUE	5.510251	TRUE
128	1	97.051	01_17620787-01_17043541	2.07	1	75.6577	69.4833	63.3089	579.111	5.9	6.17437	0.978	Plant_height_0812_2013	488648	TRUE	17.620787	TRUE
181	1	134.648	01_27245301	2.12	1	76.0165	69.8297	63.6429	578.327	6	6.18679	0.995	Plant_height_0812_2013	488701	TRUE	27.245301	TRUE
512	2	90.254	02_9589557	2.22	1	64.1824	70.5047	76.8271	576.596	6.3	-6.32236	0.985	Plant_height_0812_2013	489032	TRUE	9.589557	TRUE
2364	7	58.048	07_4527085	3.07	1	63.7239	70.9998	78.2758	562.411	8.6	-7.27594	1	Plant_height_0812_2013	490884	TRUE	4.527085	TRUE
2766	8	32.204	08_2212199	2.45	1	64.0011	70.5709	77.1406	572.788	6.9	-6.56974	0.995	Plant_height_0812_2013	491286	TRUE	2.212199	TRUE
2915	8	143.007	08_12381914	2.8	1	63.7441	70.7611	77.7781	566.876	7.8	-7.01699	1	Plant_height_0812_2013	491435	TRUE	12.381914	TRUE
5354	13	418.755	13_38372073-13_38387816	5	1	60.6697	69.9756	79.2814	531.643	13.6	-9.30583	0.981	Plant_height_0812_2013	493874	TRUE	38.372073	TRUE
5656	14	118.77	14_21836161	2.66	1	76.9151	70.0914	63.2678	569.319	7.4	6.82365	0.995	Plant_height_0812_2013	494176	TRUE	21.836161	TRUE
5680	14	132.276	14_33335255	2.95	1	76.7651	69.4808	62.1964	564.408	8.2	7.28437	0.981	Plant_height_0812_2013	494200	TRUE	33.335255	TRUE
7113	18	103.352	18_5825000-18_6425494	4.11	1	62.3561	71.1557	79.9552	545.647	11.3	-8.79959	0.939	Plant_height_0812_2013	495633	TRUE	5.825	TRUE
7212	18	172.991	18_18838028	2.52	1	64.0755	70.7553	77.4352	571.508	7.1	-6.67989	0.994	Plant_height_0812_2013	495732	TRUE	18.838028	TRUE
7254	18	197.502	18_39486020	2.54	1	64.7301	71.6837	78.6373	571.154	7.1	-6.9536	1	Plant_height_0812_2013	495774	TRUE	39.48602	TRUE
7321	18	243.531	18_49963930-18_50113029	2.56	1	63.7205	70.4354	77.1503	570.956	7.2	-6.71491	0.984	Plant_height_0812_2013	495841	TRUE	49.96393	TRUE
7525	19	26.953	19_1353843	3.29	1	62.5873	70.1423	77.6974	558.934	9.1	-7.55507	0.995	Plant_height_0812_2013	496045	TRUE	1.353843	TRUE
103	1	79.52	01_5510251-01_5689603	2.45	1	57.4038	53.272	49.1402	239.781	6.4	4.13178	0.977	Plant_height_0806_2013	496903	TRUE	5.510251	TRUE
400	2	5.574	02_843536-02_1513011	2.06	1	50.129	54.0566	57.9842	242.322	5.4	-3.92761	0.931	Plant_height_0806_2013	497200	TRUE	0.843536	TRUE
2389	7	78.841	07_5770525-07_5770541	2.71	1	49.3484	53.8502	58.3519	238.149	7	-4.50177	0.904	Plant_height_0806_2013	499189	TRUE	5.770525	TRUE
3998	10	331.704	10_50324088	2.42	1	57.5718	53.5535	49.5352	240.013	6.3	4.01828	0.994	Plant_height_0806_2013	500798	TRUE	50.324088	TRUE
5348	13	414.176	13_37903175	5.28	1	47.3804	53.2689	59.1574	222.279	13.2	-5.88853	0.982	Plant_height_0806_2013	502148	TRUE	37.903175	TRUE
5633	14	101.655	14_8806046-14_9782051	2.15	1	57.4914	53.5645	49.6375	241.743	5.6	3.92695	0.941	Plant_height_0806_2013	502433	TRUE	8.806046	TRUE
5694	14	140.266	14_34720073	2.48	1	57.024	52.8671	48.7102	239.635	6.4	4.15693	0.998	Plant_height_0806_2013	502494	TRUE	34.720073	TRUE
5717	14	159.072	14_41997345	2.1	1	57.2868	53.4968	49.7067	242.046	5.5	3.79006	1	Plant_height_0806_2013	502517	TRUE	41.997345	TRUE
6902	17	262.875	17_38549754	2	1	56.8554	53.136	49.4166	242.706	5.2	3.71937	0.991	Plant_height_0806_2013	503702	TRUE	38.549754	TRUE
7094	18	90.056	18_4802186	7.63	1	47.0411	54.089	61.1368	208.732	18.5	-7.04783	0.978	Plant_height_0806_2013	503894	TRUE	4.802186	TRUE
7172	18	147.53	18_10941968	4.03	1	47.8309	53.0148	58.1987	229.856	10.2	-5.18393	0.998	Plant_height_0806_2013	503972	TRUE	10.941968	TRUE
7210	18	172.056	18_18506021	3.07	1	48.8915	53.4397	57.988	235.833	7.9	-4.54829	0.986	Plant_height_0806_2013	504010	TRUE	18.506021	TRUE
7254	18	197.502	18_39486020	2.87	1	49.6575	54.2116	58.7657	237.103	7.4	-4.55409	1	Plant_height_0806_2013	504054	TRUE	39.48602	TRUE
7527	19	28.953	19_1353843-19_2167576	3.33	1	48.4407	53.3948	58.349	234.234	8.5	-4.95412	0.897	Plant_height_0806_2013	504327	TRUE	1.353843	TRUE
4457	12	93.476	12_5797776	4.83	1	19.6922	21.6787	23.6651	29.7399	11.6	-1.98645	1	Node_number_2011	509537	TRUE	5.797776	TRUE
7849	19	269.562	19_45523455-19_46231927	12.72	1	17.998	21.2357	24.4735	24.3037	27.8	-3.23775	0.933	Node_number_2011	512929	TRUE	45.523455	TRUE
4454	12	91.376	12_5661593	3.81	1	21.1826	22.8536	24.5247	26.2034	9.4	-1.67101	1	Node_number_2012	517814	TRUE	5.661593	TRUE
7342	18	261.197	18_50504231-18_56707058	2.01	1	21.388	23.0772	24.7664	27.4538	5.1	-1.68921	0.534	Node_number_2012	520702	TRUE	50.504231	TRUE
7356	18	273.067	18_57154237	2.54	1	21.6329	22.9987	24.3645	27.0808	6.4	-1.36581	0.992	Node_number_2012	520716	TRUE	57.154237	TRUE
7848	19	268.562	19_45523455	16.71	1	19.035	22.3165	25.5979	18.7673	35.1	-3.28145	0.993	Node_number_2012	521208	TRUE	45.523455	TRUE
397	2	3.653	02_797757	2.01	1	19.2609	20.5255	21.79	25.9893	5.6	-1.26457	0.996	Node_number_2013	522037	TRUE	0.797757	TRUE
4469	12	102.772	12_6048045-12_6512311	3.14	1	18.7574	20.3332	21.9089	25.1673	8.6	-1.57575	0.963	Node_number_2013	526109	TRUE	6.048045	TRUE
4604	12	196.569	12_23506861	2.15	1	19.0903	20.3812	21.672	25.8889	6	-1.29089	0.994	Node_number_2013	526244	TRUE	23.506861	TRUE
7849	19	269.562	19_45523455-19_46231927	7.62	1	17.4428	19.8855	22.3282	22.1364	19.6	-2.44271	0.933	Node_number_2013	529489	TRUE	45.523455	TRUE
1162	4	69.175	04_9484691-04_9879341	3.13	1	2.30044	2.68895	3.07746	1.70416	7.9	-0.38851	0.975	Cracking_Fuzhou_2019	531082	TRUE	9.484691	TRUE
1263	4	132.537	04_45303358-04_45699343	4.9	1	2.16633	2.65914	3.15195	1.62699	12	-0.492809	0.929	Cracking_Fuzhou_2019	531183	TRUE	45.303358	TRUE
1885	6	57.616	06_5951736	2.23	1	2.34676	2.67376	3.00076	1.74502	5.7	-0.326999	0.984	Cracking_Fuzhou_2019	531805	TRUE	5.951736	TRUE
2064	6	200.689	06_16135428	2.12	1	2.38853	2.71035	3.03216	1.7501	5.4	-0.321812	0.993	Cracking_Fuzhou_2019	531984	TRUE	16.135428	TRUE
3531	9	281.389	09_45922483	2.8	1	2.28848	2.65288	3.01728	1.7192	7.1	-0.364401	1	Cracking_Fuzhou_2019	533451	TRUE	45.922483	TRUE
6497	16	196.545	16_33673328-16_33995049	2.32	1	2.35816	2.71086	3.06355	1.74087	5.9	-0.352696	0.894	Cracking_Fuzhou_2019	536417	TRUE	33.673328	TRUE
7126	18	113.54	18_7285634	2.04	1	2.36772	2.68436	3.00101	1.75347	5.2	-0.316643	0.981	Cracking_Fuzhou_2019	537046	TRUE	7.285634	TRUE
7611	19	92.977	19_4877945	2.96	1	2.28551	2.65909	3.03266	1.71172	7.5	-0.373575	1	Cracking_Fuzhou_2019	537531	TRUE	4.877945	TRUE
7641	19	111.793	19_32052794	2.57	1	2.32954	2.67893	3.02833	1.7294	6.5	-0.349394	1	Cracking_Fuzhou_2019	537561	TRUE	32.052794	TRUE
8035	20	73.7	20_4335902	2.01	1	2.31294	2.62825	2.94356	1.75505	5.1	-0.315308	0.974	Cracking_Fuzhou_2019	537955	TRUE	4.335902	TRUE
