Glyma2.0	Glyma1.1	chromosome_number	start_mb	stop_mb
Glyma.19g034900	Glyma19g04410	19	4620504	4622329
Glyma.19g035000	NA	19	4622517	4623020
Glyma.19g035100	NA	19	4623835	4624683
Glyma.19g035200	Glyma19g04430	19	4631602	4632735
Glyma.19g035300	Glyma19g04441	19	4654438	4656323
Glyma.19g035400	Glyma19g04450	19	4657558	4658763
Glyma.19g035500	Glyma19g04461	19	4671089	4671930
Glyma.19g035600	Glyma19g04470	19	4678855	4679882
Glyma.19g035700	Glyma19g04540	19	4745693	4746966
Glyma.19g035800	Glyma19g04570	19	4822240	4824451
Glyma.19g035900	NA	19	4857814	4860445
Glyma.19g036000	Glyma19g04591	19	4879518	4881919
Glyma.19g036100	Glyma19g04610	19	4887531	4889808
Glyma.19g036200	Glyma19g04710	19	4994074	4996120
Glyma.19g036300	Glyma19g04810	19	5013320	5016790
Glyma.19g036400	Glyma19g04820	19	5023419	5027620
Glyma.19g036500	Glyma19g04853	19	5060709	5060972
Glyma.19g036600	Glyma19g04870	19	5066230	5072328
Glyma.19g036700	Glyma19g04890	19	5097386	5103778
Glyma.19g036800	Glyma19g04900	19	5111961	5115957
Glyma.19g036900	Glyma19g04910	19	5130042	5135305
Glyma.19g037000	Glyma19g04920	19	5136617	5139297
Glyma.19g037100	Glyma19g04934	19	5141412	5142383
Glyma.19g037200	Glyma19g04976	19	5178930	5212367
Glyma.19g037300	Glyma19g04962	19	5189716	5190630
Glyma.19g037400	Glyma19g04990	19	5224298	5228610
Glyma.19g037500	Glyma19g05000	19	5235932	5240855
Glyma.19g037600	Glyma19g05020	19	5250806	5255356
Glyma.19g037700	Glyma19g05030	19	5272862	5277114
Glyma.19g037800	Glyma19g05040	19	5279113	5280851
Glyma.19g037900	Glyma19g05050	19	5316778	5317846
Glyma.19g038000	Glyma19g05060	19	5321094	5324327
Glyma.19g038100	Glyma19g05080	19	5350324	5355097
Glyma.19g038200	NA	19	5356194	5357468
Glyma.19g038300	NA	19	5381177	5383149
Glyma.19g038400	Glyma19g05120	19	5386122	5388865
Glyma.19g038500	Glyma19g05130	19	5389941	5390531
Glyma.19g038600	Glyma19g05140	19	5397711	5401554
Glyma.19g038700	Glyma19g05150	19	5442898	5443608
Glyma.19g038800	NA	19	5452151	5457668
Glyma.19g038900	NA	19	5459700	5460503
Glyma.19g039000	Glyma19g05170	19	5467686	5469895
Glyma.19g039100	Glyma19g05200	19	5535436	5544281
Glyma.19g039200	Glyma19g05212	19	5581743	5589236
Glyma.19g039300	NA	19	5606232	5607665
Glyma.19g039400	Glyma19g05248	19	5652025	5657860
Glyma.19g039500	Glyma19g05260	19	5666679	5667059
Glyma.19g039600	NA	19	5681929	5682707
Glyma.19g039700	Glyma19g05290	19	5720079	5721875
Glyma.19g039800	Glyma19g05310	19	5736959	5737278
Glyma.19g039900	NA	19	5737854	5738513
Glyma.19g040000	Glyma19g05350	19	5770969	5772171
Glyma.19g040100	Glyma19g05360	19	5773912	5781906
Glyma.19g040200	Glyma19g05370	19	5791073	5796786
Glyma.19g040300	Glyma19g05385	19	5819045	5819405
Glyma.19g040400	Glyma19g05410	19	5826182	5829696
Glyma.19g040500	NA	19	5831176	5834955
Glyma.19g040600	NA	19	5840532	5843788
Glyma.19g040700	NA	19	5843994	5848776
Glyma.19g040800	Glyma19g05440	19	5871283	5882245
Glyma.19g040900	Glyma19g05450	19	5906269	5913013
Glyma.19g041000	Glyma19g05811	19	5964641	5965947
Glyma.19g041100	Glyma19g05800	19	5967923	5968922
Glyma.19g041200	Glyma19g05780	19	6002410	6005679
Glyma.19g041300	Glyma19g05770	19	6007934	6010006
Glyma.19g041400	NA	19	6032994	6034930
Glyma.19g041500	NA	19	6039890	6041128
Glyma.19g041600	Glyma19g05740	19	6043498	6046810
Glyma.19g041700	Glyma19g05721	19	6076238	6088748
Glyma.19g041800	Glyma19g05700	19	6092761	6095772
Glyma.19g0419002	NA	19	6109157	6109450
Glyma.19g0419003	NA	19	6112520	6114416
Glyma.19g0419001	NA	19	6114720	6115034
Glyma.19g042000	NA	19	6116942	6117723
Glyma.19g042100	Glyma19g05660	19	6122066	6128523
Glyma.19g042200	Glyma19g05640	19	6139763	6151402
Glyma.19g042300	Glyma19g05650	19	6139858	6140022
Glyma.19g042400	Glyma19g05630	19	6177407	6180442
Glyma.19g042500	Glyma19g05620	19	6199179	6202156
Glyma.19g042600	Glyma19g05600	19	6214087	6214311
Glyma.19g042700	Glyma19g05590	19	6236487	6239735
Glyma.19g042800	NA	19	6240149	6242801
Glyma.19g042900	Glyma19g05580	19	6251912	6255738
Glyma.19g043000	Glyma19g05570	19	6272211	6276348
Glyma.19g043100	NA	19	6293115	6293342
Glyma.19g043200	Glyma19g05550	19	6293349	6295943
Glyma.19g043300	Glyma19g05520	19	6333502	6335782
Glyma.19g043400	Glyma19g05503	19	6370545	6371480
Glyma.19g043500	NA	19	6400220	6402401
Glyma.19g043600	Glyma19g05486	19	6402604	6404354
Glyma.19g043700	Glyma19g05460	19	6419163	6422472
Glyma.19g043800	Glyma19g05840	19	6431204	6434273
Glyma.19g043900	Glyma19g05852	19	6443318	6450263
Glyma.19g044000	Glyma19g05864	19	6474307	6487275
Glyma.19g044100	Glyma19g05877	19	6500466	6500902
Glyma.19g044200	Glyma19g05890	19	6521277	6525149
Glyma.19g044300	Glyma19g05900	19	6526761	6534520
Glyma.19g044400	Glyma19g05921	19	6584768	6586927
Glyma.19g044500	NA	19	6594997	6595793
Glyma.19g044600	NA	19	6641242	6642761
Glyma.19g044700	Glyma19g05960	19	6659424	6663603
Glyma.19g044800	Glyma19g05970	19	6672966	6677716
Glyma.19g044900	Glyma19g05980	19	6681856	6684435
Glyma.19g045000	NA	19	6685355	6689449
Glyma.19g045100	Glyma19g06008	19	6724510	6729206
Glyma.19g045200	Glyma19g06026	19	6733858	6746852
Glyma.19g045300	Glyma19g06044	19	6746307	6747092
Glyma.19g045400	Glyma19g06062	19	6751147	6756835
Glyma.19g045500	Glyma19g06080	19	6765279	6767979
Glyma.19g045600	Glyma19g06090	19	6770166	6777828
Glyma.19g045700	Glyma19g06110	19	6791776	6799119
Glyma.19g045800	Glyma19g06130	19	6812370	6817739
Glyma.19g045900	Glyma19g06145	19	6897027	6898660
Glyma.19g046000	Glyma19g06160	19	6935722	6941512
Glyma.19g046100	Glyma19g06180	19	6972618	6982502
Glyma.19g046200	Glyma19g06190	19	7005288	7009398
Glyma.19g046300	Glyma19g06280	19	7119141	7121108
Glyma.19g046400	Glyma19g06310	19	7140741	7144300
Glyma.19g046500	Glyma19g06335	19	7165691	7167195
Glyma.19g046600	Glyma19g06340	19	7189031	7190508
Glyma.19g046700	NA	19	7227464	7227993
Glyma.19g046800	Glyma19g06370	19	7253610	7254976
Glyma.19g046900	Glyma19g06390	19	7280255	7281335
Glyma.19g047000	NA	19	7302271	7303631
Glyma.19g047100	Glyma19g06450	19	7342922	7345059
Glyma.19g047200	Glyma19g06455	19	7355413	7357656
Glyma.19g047300	Glyma19g06460	19	7375313	7377372
Glyma.19g0474002	NA	19	7428965	7431997
Glyma.19g0474001	NA	19	7432455	7434597
Glyma.19g047500	Glyma19g06484	19	7452176	7452460
Glyma.19g047600	Glyma19g06498	19	7460680	7462076
Glyma.19g047700	Glyma19g06512	19	7466537	7467381
Glyma.19g047800	Glyma19g06540	19	7482956	7488168
Glyma.19g047900	Glyma19g06550	19	7501776	7503705
Glyma.19g048000	Glyma19g06566	19	7541914	7543416
Glyma.19g048100	Glyma19g06583	19	7588868	7590025
Glyma.19g048200	Glyma19g06600	19	7602721	7603878
Glyma.19g048300	Glyma19g06630	19	7677651	7678808
Glyma.19g048400	NA	19	7702881	7703159
Glyma.19g048500	Glyma19g06650	19	7708969	7709997
Glyma.19g048600	Glyma19g06660	19	7729711	7730868
Glyma.19g048700	Glyma19g06670	19	7740547	7741704
Glyma.19g048800	Glyma19g06690	19	7754960	7756115
Glyma.19g048900	NA	19	7764172	7765069
Glyma.19g049000	Glyma19g06700	19	7766593	7767750
Glyma.19g049100	Glyma19g06715	19	7836939	7841817
Glyma.19g049200	Glyma19g06730	19	7855973	7858494
Glyma.19g049300	Glyma19g06740	19	7859637	7865950
Glyma.19g049400	Glyma19g06751	19	7868487	7871665
Glyma.19g049500	NA	19	7874294	7898534
Glyma.19g049600	NA	19	7900223	7901294
Glyma.19g049700	Glyma19g06815	19	7909363	7913731
Glyma.19g049800	Glyma19g06850	19	7984017	7985831
Glyma.19g049900	Glyma19g06860	19	8015913	8016578
Glyma.19g050000	Glyma19g06890	19	8041442	8043389
Glyma.19g050100	Glyma19g06900	19	8045880	8052474
Glyma.19g050200	NA	19	8080475	8083018
Glyma.19g050300	Glyma19g06911	19	8087553	8094975
Glyma.19g050400	Glyma19g06920	19	8095565	8097577
Glyma.19g0505002	NA	19	8130709	8133391
Glyma.19g0505001	NA	19	8135195	8135831
Glyma.19g050600	Glyma19g06960	19	8156763	8166955
Glyma.19g050700	Glyma19g06981	19	8210924	8211310
Glyma.19g050800	Glyma19g07000	19	8235801	8238146
Glyma.19g050900	Glyma19g07030	19	8260579	8263243
Glyma.19g051000	Glyma19g07055	19	8296666	8298876
Glyma.19g051100	Glyma19g07080	19	8303420	8305784
Glyma.19g051200	Glyma19g07090	19	8309186	8319163
Glyma.19g051300	NA	19	8335236	8338461
Glyma.19g051400	Glyma19g07130	19	8362357	8362945
Glyma.19g051500	Glyma19g07140	19	8378212	8384364
Glyma.19g051600	Glyma19g07150	19	8425008	8425959
Glyma.19g051700	Glyma19g07162	19	8438952	8439887
Glyma.19g051800	Glyma19g07174	19	8442104	8444818
Glyma.19g051900	Glyma19g07186	19	8468452	8468778
Glyma.19g052000	Glyma19g07198	19	8478628	8480200
Glyma.19g052100	Glyma19g07210	19	8481560	8491584
Glyma.19g052200	Glyma19g07220	19	8505376	8510365
Glyma.19g052300	Glyma19g07230	19	8511911	8515530
Glyma.19g052400	Glyma19g07240	19	8522893	8525752
Glyma.19g052500	Glyma19g07245	19	8540549	8541269
Glyma.19g052600	Glyma19g07250	19	8547513	8547985
Glyma.19g052700	Glyma19g07262	19	8551202	8551908
Glyma.19g052800	NA	19	8579492	8579887
Glyma.19g052900	Glyma19g07274	19	8583097	8583963
Glyma.19g053000	Glyma19g07311	19	8595506	8596004
Glyma.19g053100	Glyma19g07320	19	8600253	8601049
Glyma.19g053200	Glyma19g07330	19	8614188	8615729
Glyma.19g053300	Glyma19g07360	19	8686897	8690661
Glyma.19g053400	NA	19	8719190	8720215
Glyma.19g053500	Glyma19g07410	19	8728575	8733034
Glyma.19g053600	NA	19	8752048	8757917
Glyma.19g053700	NA	19	8814229	8815737
Glyma.19g053800	Glyma19g07490	19	8832961	8836400
Glyma.19g053900	NA	19	8868870	8869329
Glyma.19g054000	Glyma19g07512	19	8882382	8887727
Glyma.19g054100	Glyma19g07534	19	8953912	8954307
Glyma.19g054200	Glyma19g07557	19	8965354	8967732
Glyma.19g054300	Glyma19g07580	19	8985128	8988735
Glyma.19g054400	Glyma19g07600	19	9007059	9008780
Glyma.19g054500	Glyma19g07610	19	9084458	9090994
Glyma.19g054600	Glyma19g07631	19	9091495	9092633
Glyma.19g054700	Glyma19g07650	19	9126216	9131041
Glyma.19g054800	NA	19	9145852	9149986
Glyma.19g054900	Glyma19g07680	19	9162156	9166831
Glyma.19g055000	Glyma19g07700	19	9202975	9207748
Glyma.19g055100	Glyma19g07740	19	9280401	9284398
Glyma.19g055200	NA	19	9290504	9294983
Glyma.19g055300	NA	19	9308491	9310863
Glyma.19g055400	Glyma19g07776	19	9311088	9315893
Glyma.19g055500	Glyma19g07790	19	9338921	9348069
Glyma.19g055600	Glyma19g07800	19	9341120	9342199
Glyma.19g055700	Glyma19g07810	19	9352916	9355825
Glyma.19g055800	Glyma19g07830	19	9381699	9383816
Glyma.19g055900	Glyma19g08050	19	9590002	9596524
Glyma.19g056000	Glyma19g08260	19	9713899	9715809
Glyma.19g056100	Glyma19g08270	19	9728201	9738147
Glyma.19g056200	NA	19	9852139	9854905
Glyma.19g056300	Glyma19g08500	19	9858078	9862015
Glyma.19g056400	Glyma19g08510	19	9892895	9897664
Glyma.19g056500	Glyma19g08720	19	10193428	10196404
Glyma.19g056600	Glyma19g08820	19	10297831	10300181
Glyma.19g056700	Glyma19g08920	19	10302499	10320179
Glyma.19g056800	Glyma19g08930	19	10351816	10355739
Glyma.19g056900	NA	19	10369374	10369837
Glyma.19g057000	Glyma19g08955	19	10403335	10404974
Glyma.19g057100	Glyma19g08990	19	10444382	10444970
Glyma.19g057200	Glyma19g09050	19	10535284	10539068
Glyma.19g057300	Glyma19g09290	19	10854237	10855766
Glyma.19g057400	Glyma19g09305	19	10953682	10955839
Glyma.19g057500	Glyma19g09320	19	10956101	10958846
Glyma.19g057600	NA	19	11009973	11010570
Glyma.19g057700	Glyma19g09370	19	11099976	11100758
Glyma.19g057800	NA	19	11151585	11153384
Glyma.19g057900	NA	19	11159822	11162369
Glyma.19g058000	Glyma19g09450	19	11184741	11186844
Glyma.19g058100	NA	19	11189687	11194033
Glyma.19g058200	NA	19	11214487	11216462
Glyma.19g058300	NA	19	11255122	11257126
Glyma.19g058400	Glyma19g09411	19	11260207	11261274
Glyma.19g058500	NA	19	11294838	11295500
Glyma.19g058600	NA	19	11295514	11296968
Glyma.19g058700	Glyma19g09650	19	11326439	11329715
Glyma.19g058800	Glyma19g09675	19	11330762	11332825
Glyma.19g058900	Glyma19g09810	19	11368606	11369660
Glyma.19g059000	Glyma19g09830	19	11390975	11391970
Glyma.19g059100	Glyma19g09840	19	11439517	11440294
Glyma.19g059200	Glyma19g09860	19	11468040	11469057
Glyma.19g059300	Glyma19g09890	19	11498196	11500188
Glyma.19g059400	NA	19	11506472	11508623
Glyma.19g059500	NA	19	11516645	11518219
Glyma.19g059600	Glyma19g09975	19	11634748	11635640
Glyma.19g059700	Glyma19g09990	19	11716233	11717232
Glyma.19g059800	Glyma19g10040	19	11758754	11760502
Glyma.19g059900	Glyma19g10051	19	11762475	11763452
Glyma.19g060000	Glyma19g10060	19	11769824	11771102
Glyma.19g060100	NA	19	11844305	11847043
Glyma.19g060200	Glyma19g10120	19	11917708	11922501
Glyma.19g060300	NA	19	11970738	11973246
Glyma.19g060400	NA	19	11973980	11974505
Glyma.19g060500	Glyma19g10160	19	11998383	12002749
Glyma.19g060600	Glyma19g10170	19	12043535	12049552
Glyma.19g060700	NA	19	12112589	12113599
Glyma.19g060800	Glyma19g10190	19	12180711	12181489
Glyma.19g060900	Glyma19g10217	19	12184420	12191004
Glyma.19g061000	Glyma19g10272	19	12254332	12256762
Glyma.19g061100	Glyma19g10300	19	12288526	12292871
Glyma.19g061200	Glyma19g14500	19	12594809	12600610
Glyma.19g061300	Glyma19g14270	19	12740485	12744178
Glyma.19g061400	Glyma19g14251	19	12778567	12783702
Glyma.19g061500	NA	19	12788729	12789721
Glyma.19g0616002	NA	19	12792394	12793097
Glyma.19g0617001	NA	19	12796117	12796374
Glyma.19g0616001	NA	19	12797405	12797903
Glyma.19g061800	NA	19	12825857	12834118
Glyma.19g061900	Glyma19g14000	19	12966313	12982373
Glyma.19g062000	Glyma19g13923	19	13037057	13039656
Glyma.19g062100	NA	19	13044759	13048810
Glyma.19g062200	NA	19	13057166	13057974
Glyma.19g062300	Glyma19g13770	19	13180211	13184242
Glyma.19g062400	Glyma19g13655	19	13342415	13345432
Glyma.19g062500	NA	19	13393680	13394338
Glyma.19g062600	Glyma19g13540	19	13396377	13399725
Glyma.19g062700	NA	19	13404557	13405795
Glyma.19g062800	Glyma19g13520	19	13424310	13426251
Glyma.19g062900	Glyma19g13400	19	13447611	13447910
Glyma.19g063000	NA	19	13450771	13451246
Glyma.19g063100	Glyma19g13280	19	13579995	13582867
Glyma.19g063200	Glyma19g13270	19	13582853	13583053
Glyma.19g063300	Glyma19g13070	19	13702920	13713914
Glyma.19g063400	Glyma19g13060	19	13707161	13715829
Glyma.19g063500	NA	19	13718604	13721982
Glyma.19g063600	Glyma19g12650	19	14053828	14056226
Glyma.19g063700	NA	19	14107095	14108567
Glyma.19g063800	Glyma19g10580	19	14572696	14575935
Glyma.19g063900	Glyma19g10440	19	14639791	14642073
Glyma.19g064000	Glyma19g14700	19	14843983	14859608
Glyma.19g064100	NA	19	15159393	15161842
Glyma.19g064200	Glyma19g14810	19	15260613	15272460
Glyma.19g064300	NA	19	15264504	15268083
Glyma.19g064400	Glyma19g14920	19	15271161	15271511
Glyma.19g064500	Glyma19g14930	19	15290744	15318965
Glyma.19g064600	Glyma19g15470	19	15921538	15928032
Glyma.19g064700	Glyma19g15580	19	16056899	16061356
Glyma.19g064800	Glyma19g15780	19	16286892	16293233
Glyma.19g064900	NA	19	16293374	16295173
Glyma.19g065000	Glyma19g15790	19	16364464	16365863
Glyma.19g065100	Glyma19g15964	19	16566776	16568087
Glyma.19g065200	NA	19	16570335	16571407
Glyma.19g065300	NA	19	16866702	16867241
Glyma.19g065400	Glyma19g16138	19	16875458	16879682
Glyma.19g065500	Glyma19g16312	19	16887310	16889018
Glyma.19g065600	Glyma19g16486	19	17200306	17228708
Glyma.19g065700	Glyma19g16660	19	17595344	17600363
Glyma.19g065800	Glyma19g16680	19	17760914	17769236
Glyma.19g065900	Glyma19g16690	19	17769867	17770061
Glyma.19g066000	Glyma19g16701	19	17779064	17784410
Glyma.19g066100	Glyma19g16710	19	17781456	17781620
Glyma.19g066200	Glyma19g16960	19	17963622	17965289
Glyma.19g066300	Glyma19g16971	19	17967045	17970580
Glyma.19g066400	Glyma19g16990	19	17991804	17992124
Glyma.19g066500	Glyma19g17070	19	17996717	17997645
Glyma.19g066600	NA	19	18168108	18174666
Glyma.19g066700	Glyma19g17230	19	18189504	18191090
Glyma.19g0668002	NA	19	18371538	18374930
Glyma.19g0668001	NA	19	18385495	18401257
Glyma.19g066900	NA	19	18407406	18407774
Glyma.19g067000	NA	19	18467640	18470144
Glyma.19g067100	Glyma19g21046	19	18769379	18804323
Glyma.19g067200	Glyma19g20970	19	18881542	18886033
Glyma.19g067300	NA	19	19038512	19038784
Glyma.19g067400	Glyma19g20750	19	19102309	19110451
Glyma.19g0675002	NA	19	19342099	19342466
Glyma.19g0675001	NA	19	19342741	19345266
Glyma.19g067600	Glyma19g20534	19	19689993	19690557
Glyma.19g067700	Glyma19g20427	19	19691562	19692047
Glyma.19g067800	Glyma19g20320	19	19699919	19704349
Glyma.19g067900	Glyma19g20090	19	19873083	19878459
Glyma.19g068000	NA	19	19971986	19974692
Glyma.19g068100	NA	19	19975603	19976556
Glyma.19g068200	NA	19	19984355	19985443
Glyma.19g068300	Glyma19g19680	19	20123959	20126811
Glyma.19g068400	Glyma19g12570	19	20853929	20855335
Glyma.19g068500	Glyma19g12490	19	20968594	20969447
Glyma.19g068600	Glyma19g12410	19	21011937	21014039
Glyma.19g068700	NA	19	21391081	21391722
Glyma.19g068800	Glyma19g12090	19	21394900	21402340
Glyma.19g068900	NA	19	21399076	21399437
Glyma.19g069000	Glyma19g12250	19	21406109	21408507
Glyma.19g069100	NA	19	21437558	21439914
Glyma.19g069200	Glyma19g11770	19	21550526	21554108
Glyma.19g069300	Glyma19g11565	19	21902308	21908477
Glyma.19g069400	Glyma19g11360	19	22231435	22233847
Glyma.19g069500	Glyma19g11320	19	22337531	22338967
Glyma.19g069600	Glyma19g11246	19	22705309	22708623
Glyma.19g069700	NA	19	22727405	22729479
Glyma.19g069800	Glyma19g11100	19	22733244	22743364
Glyma.19g069900	NA	19	22771478	22771786
Glyma.19g070000	Glyma19g11090	19	22792945	22795178
Glyma.19g070100	NA	19	22822319	22822612
Glyma.19g070200	Glyma19g11000	19	22874975	22876026
Glyma.19g070300	Glyma19g10800	19	23050064	23051953
Glyma.19g070400	NA	19	23052040	23053542
Glyma.19g070500	NA	19	23096311	23096727
Glyma.19g070600	Glyma19g10720	19	23186094	23190505
Glyma.19g070700	Glyma19g19260	19	23598307	23602718
Glyma.19g070800	Glyma19g19040	19	23789510	23791764
Glyma.19g070900	Glyma19g18820	19	24013096	24018961
Glyma.19g0710002	NA	19	24021568	24021884
Glyma.19g0710001	NA	19	24023033	24023195
Glyma.19g071100	Glyma19g18728	19	24043342	24043689
Glyma.19g071200	Glyma19g18682	19	24051188	24051583
Glyma.19g071300	Glyma19g18590	19	24182752	24186623
Glyma.19g071400	NA	19	24197521	24198308
Glyma.19g071500	Glyma19g18360	19	24513671	24516766
Glyma.19g071600	Glyma19g18350	19	24604877	24611795
Glyma.19g071700	Glyma19g18340	19	24612457	24618373
Glyma.19g071800	Glyma19g18330	19	24662263	24674241
Glyma.19g071900	NA	19	24674949	24675461
Glyma.19g072000	Glyma19g17930	19	25201807	25206532
Glyma.19g072100	Glyma19g17920	19	25224667	25231239
Glyma.19g072200	Glyma19g17855	19	25481202	25481630
Glyma.19g072300	Glyma19g17790	19	25486630	25487164
Glyma.19g072400	Glyma19g17660	19	25498667	25505155
Glyma.19g072500	Glyma19g17725	19	25500968	25501735
Glyma.19g072600	NA	19	25619413	25619783
Glyma.19g072700	NA	19	25660543	25663365
Glyma.19g072800	Glyma19g21400	19	25956660	25961615
Glyma.19g072900	Glyma19g21600	19	26101485	26103546
Glyma.19g073000	Glyma19g21610	19	26106631	26108231
Glyma.19g073100	Glyma19g21651	19	26190649	26191928
Glyma.19g073200	NA	19	26248040	26263640
Glyma.19g073300	NA	19	26264970	26265296
Glyma.19g073400	Glyma19g21710	19	26265372	26267544
Glyma.19g073500	Glyma19g21730	19	26302572	26302778
Glyma.19g073600	Glyma19g21930	19	26558905	26565032
Glyma.19g073700	NA	19	26623464	26627577
Glyma.19g073800	Glyma19g22023	19	26814479	26814944
Glyma.19g073900	Glyma19g22116	19	26846779	26847129
Glyma.19g074000	Glyma19g22210	19	26879404	26881554
Glyma.19g074100	NA	19	27004480	27004644
Glyma.19g074200	Glyma19g22270	19	27018403	27021987
Glyma.19g074300	Glyma19g22280	19	27033445	27035914
Glyma.19g074400	NA	19	27052546	27054080
Glyma.19g074500	Glyma19g22310	19	27067745	27069432
Glyma.19g074600	Glyma19g22320	19	27080474	27088340
Glyma.19g074700	Glyma19g22345	19	27123589	27124657
Glyma.19g074800	NA	19	27174769	27175408
Glyma.19g074900	Glyma19g22370	19	27194913	27201736
Glyma.19g075000	Glyma19g22380	19	27204295	27204525
Glyma.19g075100	Glyma19g22410	19	27261560	27264906
Glyma.19g075200	Glyma19g22420	19	27266808	27272390
Glyma.19g075300	NA	19	27276711	27278518
Glyma.19g075400	Glyma19g22426	19	27290163	27290693
Glyma.19g075500	Glyma19g22433	19	27294767	27300556
Glyma.19g075600	Glyma19g22440	19	27307138	27312666
Glyma.19g075700	Glyma19g22450	19	27367493	27374838
Glyma.19g075800	Glyma19g22460	19	27389005	27398795
Glyma.19g075900	NA	19	27395534	27396005
Glyma.19g076000	NA	19	27405984	27408655
Glyma.19g076100	NA	19	27419700	27421979
Glyma.19g076200	Glyma19g22510	19	27493529	27494950
Glyma.19g076300	Glyma19g22520	19	27514101	27519549
Glyma.19g076400	Glyma19g22530	19	27521590	27530088
Glyma.19g076500	Glyma19g22560	19	27578745	27580391
Glyma.19g076600	Glyma19g22570	19	27651331	27653602
Glyma.19g076700	Glyma19g22580	19	27657689	27658792
Glyma.19g076800	Glyma19g22590	19	27665038	27674770
Glyma.19g076900	NA	19	27697157	27698454
Glyma.19g077000	Glyma19g22660	19	27722592	27727126
Glyma.19g077100	Glyma19g22670	19	27731083	27733002
Glyma.19g077200	Glyma19g22680	19	27762114	27765713
Glyma.19g077300	Glyma19g22690	19	27787327	27796726
Glyma.19g077400	Glyma19g22701	19	27888021	27888928
Glyma.19g077500	NA	19	27900456	27901196
Glyma.19g077600	Glyma19g22710	19	27929105	27936759
Glyma.19g077700	Glyma19g22720	19	27957494	27963787
Glyma.19g077800	Glyma19g22730	19	27977832	27993024
Glyma.19g077900	NA	19	27982502	27988054
Glyma.19g078000	NA	19	28014459	28017237
Glyma.19g078100	NA	19	28032014	28037582
Glyma.19g078200	Glyma19g22760	19	28046957	28051632
Glyma.19g078300	Glyma19g22780	19	28066310	28070680
Glyma.19g078400	Glyma19g22790	19	28138499	28149463
Glyma.19g078500	NA	19	28158902	28159150
Glyma.19g078600	Glyma19g22800	19	28159556	28165974
Glyma.19g078700	NA	19	28330190	28331865
Glyma.19g078800	Glyma19g22840	19	28359873	28361142
Glyma.19g078900	Glyma19g22871	19	28393667	28394212
Glyma.19g079000	Glyma19g22900	19	28410272	28412346
Glyma.19g079100	Glyma19g23020	19	28415295	28425075
Glyma.19g079200	NA	19	28579494	28580775
Glyma.19g079300	NA	19	28720879	28722050
Glyma.19g079400	Glyma19g23190	19	28741390	28745222
Glyma.19g079500	Glyma19g23315	19	28783531	28784615
Glyma.19g079600	Glyma19g23440	19	28915704	28930366
Glyma.19g079700	Glyma19g23446	19	28940770	28942545
Glyma.19g079800	NA	19	28942733	28944256
Glyma.19g079900	Glyma19g23460	19	28951196	28952336
Glyma.19g080000	Glyma19g23475	19	28954972	28955464
Glyma.19g080100	Glyma19g23490	19	28963286	28964095
Glyma.19g080200	Glyma19g23501	19	28970823	28971194
Glyma.19g080300	Glyma19g23510	19	28987071	28988733
Glyma.19g080400	Glyma19g23550	19	29038509	29047860
Glyma.19g080500	Glyma19g23561	19	29049326	29051487
Glyma.19g080600	Glyma19g23570	19	29083739	29087120
Glyma.19g080700	Glyma19g23591	19	29089280	29106020
Glyma.19g080800	Glyma19g23610	19	29120715	29123684
Glyma.19g080900	Glyma19g23625	19	29182026	29182644
Glyma.19g081000	NA	19	29197482	29197985
Glyma.19g081100	NA	19	29274820	29275461
Glyma.19g081200	Glyma19g23720	19	29326168	29329517
Glyma.19g081300	NA	19	29355549	29357529
Glyma.19g081400	Glyma19g23740	19	29360522	29362222
Glyma.19g081500	Glyma19g23910	19	29595744	29597592
Glyma.19g081600	NA	19	29614176	29623933
Glyma.19g081700	Glyma19g24060	19	29657054	29658435
Glyma.19g081800	NA	19	29663490	29666764
Glyma.19g081900	NA	19	29666798	29674153
Glyma.19g082000	Glyma19g24210	19	29687118	29689797
Glyma.19g082100	Glyma19g24223	19	29720140	29738028
Glyma.19g082200	Glyma19g24236	19	29785536	29786293
Glyma.19g082300	Glyma19g24250	19	29812735	29821281
Glyma.19g082400	Glyma19g24300	19	29906497	29913505
Glyma.19g082500	Glyma19g24310	19	29914794	29922230
Glyma.19g082600	NA	19	29934533	29937139
Glyma.19g082700	Glyma19g24335	19	29969913	29970615
Glyma.19g082800	Glyma19g24360	19	30018715	30021912
Glyma.19g082900	Glyma19g24375	19	30065338	30071975
Glyma.19g083000	NA	19	30093478	30094301
Glyma.19g083100	Glyma19g24390	19	30098292	30103218
Glyma.19g083200	Glyma19g24400	19	30112501	30115193
Glyma.19g083300	NA	19	30125093	30126963
Glyma.19g083400	Glyma19g24410	19	30127304	30127522
Glyma.19g083500	Glyma19g24415	19	30144573	30146018
Glyma.19g083600	Glyma19g24420	19	30147147	30151271
Glyma.19g083700	Glyma19g24451	19	30180296	30181110
Glyma.19g083800	Glyma19g24491	19	30213175	30219741
Glyma.19g083900	Glyma19g24520	19	30240126	30248485
Glyma.19g084000	Glyma19g24531	19	30259442	30259943
Glyma.19g084100	NA	19	30268953	30270504
Glyma.19g084200	NA	19	30271547	30274209
Glyma.19g084300	NA	19	30300417	30301065
Glyma.19g084400	Glyma19g24560	19	30327311	30328072
Glyma.19g084500	NA	19	30358968	30359917
Glyma.19g084600	Glyma19g24590	19	30379791	30395790
Glyma.19g084700	Glyma19g24606	19	30391954	30392193
Glyma.19g084800	Glyma19g24613	19	30392284	30393488
Glyma.19g084900	Glyma19g24620	19	30401548	30406348
