Object.Name	LG	Start.cM	Stop.cM	Object.Type
Seed_protein_37-6	D2	60.44	61.37	QTL_protein
Seed_protein_37-7	I	14.79	22.84	QTL_protein
Seed_protein_37-8	I	31.49	46.22	QTL_protein
Seed_protein_37-9	I	20.23	22.28	QTL_protein
Seed_protein_39-1	B2	71.46	75.15	QTL_protein
Seed_protein_39-2	E	25.74	47.5	QTL_protein
Seed_protein_39-3	D2	103.68	124.3	QTL_protein
Seed_protein_39-4	I	36.93	46.22	QTL_protein
Seed_protein_4-1	C1	120	122	QTL_protein
Seed_protein_4-10	B2	42.6	45.6	QTL_protein
Seed_protein_4-11	B2	28.19	30.19	QTL_protein
Seed_protein_4-13	E	44	46	QTL_protein
Seed_protein_4-2	C1	125.5	127.5	QTL_protein
Seed_protein_4-3	C1	96	98	QTL_protein
Seed_protein_4-4	C1	20.04	22.04	QTL_protein
Seed_protein_4-5	E	25.02	27.02	QTL_protein
Seed_protein_4-6	E	26.3	28.3	QTL_protein
Seed_protein_4-7	J	26.63	28.63	QTL_protein
Seed_protein_4-8	N	29.35	31.35	QTL_protein
Seed_protein_4-9	N	33.4	35.4	QTL_protein
Seed_protein_40-1	O	58.4	93.37	QTL_protein
Seed_protein_40-3	K	14.35	17.11	QTL_protein
Seed_protein_40-4	D1a	59	68.62	QTL_protein
Seed_protein_40-5	D1b	70.65	102.59	QTL_protein
Seed_protein_41-1	A1	63.73	65.73	QTL_protein
Seed_protein_41-10	N	26.12	28.12	QTL_protein
Seed_protein_41-11	O	37.09	39.09	QTL_protein
Seed_protein_41-2	E	43.27	45.27	QTL_protein
Seed_protein_41-3	G	56.32	58.32	QTL_protein
Seed_protein_41-4	I	17.5	19.5	QTL_protein
Seed_protein_41-5	J	11.41	13.41	QTL_protein
Seed_protein_41-6	J	77.57	79.57	QTL_protein
Seed_protein_41-7	K	13.35	15.35	QTL_protein
Seed_protein_41-8	L	0.07	2.07	QTL_protein
Seed_protein_41-9	M	94.44	96.44	QTL_protein
Seed_protein_42-1	O	55.09	59.43	QTL_protein
Seed_protein_48-1	I	61.2	63.2	QTL_protein
Seed_protein_5-1	E	29.9	31.9	QTL_protein
Seed_protein_5-2	H	85.8	87.8	QTL_protein
Seed_protein_5-3	K	52.9	54.9	QTL_protein
Seed_protein_5-4	K	30.75	32.75	QTL_protein
Seed_protein_6-1	H	123.05	125.05	QTL_protein
Seed_protein_6-2	F	104.84	106.84	QTL_protein
Seed_protein_7-1	M	37.98	39.98	QTL_protein
Seed_protein_7-2	C1	64.08	66.08	QTL_protein
Seed_protein_8-1	L	65.5	67.5	QTL_protein
Seed_protein_9-1	A1	92.59	94.59	QTL_protein
Seed_protein_9-2	C1	9.34	11.34	QTL_protein
Seed_set_1-1	A2	108.78	110.94	QTL_yield
Seed_set_1-10	J	53	55	QTL_yield
Seed_set_1-2	F	35	37	QTL_yield
Seed_set_1-3	F	71.1	73.1	QTL_yield
Seed_set_1-4	L	82	84	QTL_yield
Seed_set_1-5	C1	48.2	50.2	QTL_yield
Seed_set_1-6	O	30	32	QTL_yield
Seed_set_1-7	M	25	27	QTL_yield
Seed_set_1-8	L	68.3	70.3	QTL_yield
Seed_set_1-9	C1	107	109	QTL_yield
Seed_set_2-1	I	85.73	87.73	QTL_yield
Seed_set_3-1	O	128.3	130.3	QTL_yield
Seed_set_3-2	D1a	71.26	73.26	QTL_yield
Seed_set_3-3	L	22.54	24.54	QTL_yield
Seed_set_4-1	C2	112.95	114.95	QTL_yield
Seed_set_4-2	C2	106.58	108.58	QTL_yield
Seed_set_5-1	D1A	45.75	56.43	QTL_yield
Seed_set_5-10	A1	51.95	57.79	QTL_yield
Seed_set_5-11	A1	57.24	57.79	QTL_yield
Seed_set_5-12	C2	107.58	112.34	QTL_yield
Seed_set_5-13	C2	97.83	121.26	QTL_yield
Seed_set_5-14	C2	121.26	126.23	QTL_yield
Seed_set_5-15	M	0	85.34	QTL_yield
Seed_set_5-16	M	58.59	62.13	QTL_yield
Seed_set_5-17	A2	25.9	60.59	QTL_yield
Seed_set_5-18	K	50.79	86.77	QTL_yield
Seed_set_5-19	O	14.17	118.13	QTL_yield
Seed_set_5-2	D1A	53.66	68.62	QTL_yield
Seed_set_5-20	O	54.2	67.93	QTL_yield
Seed_set_5-21	O	118.13	119.5	QTL_yield
Seed_set_5-22	O	119.5	123.43	QTL_yield
Seed_set_5-23	B1	0	14.32	QTL_yield
Seed_set_5-24	B1	14.32	84.19	QTL_yield
Seed_set_5-25	B1	46.38	100.87	QTL_yield
Seed_set_5-26	B1	84.19	102.55	QTL_yield
Seed_set_5-27	H	89.08	91.12	QTL_yield
Seed_set_5-28	F	0	9.69	QTL_yield
Seed_set_5-29	B2	70.55	93.48	QTL_yield
Seed_set_5-3	D1B	0	131.91	QTL_yield
Seed_set_5-30	E	32.09	39.16	QTL_yield
Seed_set_5-31	E	56.7	70.23	QTL_yield
Seed_set_5-32	E	67.91	70.23	QTL_yield
Seed_set_5-33	J	23.91	52.84	QTL_yield
Seed_set_5-34	J	52.84	89.43	QTL_yield
Seed_set_5-35	D2	5.83	11.77	QTL_yield
Seed_set_5-36	D2	11.77	30.79	QTL_yield
Seed_set_5-37	G	50.52	57.32	QTL_yield
Seed_set_5-38	G	50.52	100	QTL_yield
Seed_set_5-39	G	62.08	68.76	QTL_yield
Seed_set_5-4	D1B	87.19	126.44	QTL_yield
Seed_set_5-40	G	3.7	4.53	QTL_yield
Seed_set_5-41	L	29.62	30.83	QTL_yield
Seed_set_5-42	L	30.83	64.66	QTL_yield
Seed_set_5-43	L	33.7	78.23	QTL_yield
Seed_set_5-44	L	34.54	107.23	QTL_yield
Seed_set_5-45	I	18.5	27.98	QTL_yield
Seed_set_5-46	I	18.5	82.77	QTL_yield
Seed_set_5-47	I	18.5	97.04	QTL_yield
Seed_set_5-5	D1B	102.59	112.62	QTL_yield
Seed_set_5-6	N	38.59	74.98	QTL_yield
Seed_set_5-7	C1	24.11	41.43	QTL_yield
Seed_set_5-8	C1	28.04	41.43	QTL_yield
Seed_set_5-9	C1	41.43	76.41	QTL_yield
Seed_set_6-1	I	49.11	51.11	QTL_yield
Seed_set_6-2	I	48.34	50.34	QTL_yield
Seed_set_6-3	I	54.09	56.09	QTL_yield
"Seed_set,_1_per_pod_1-1"	G	96.57	100	QTL_yield
"Seed_set,_2_or_3_per_pod_1-1"	L	68.26	78.23	QTL_yield
"Seed_set,_2_per_pod_1-1"	D1b	70.65	75.66	QTL_yield
"Seed_set,_3_per_pod_1-2"	K	42.38	42.7	QTL_yield
"Seed_set,_4_per_pod_1-5"	F	11.37	16.08	QTL_yield
Seed_starch_1-1	C2	112.9	114.3	QTL_other-seed
Seed_starch_1-2	B1	56	56.9	QTL_other-seed
Seed_starch_1-3	E	13.4	29.9	QTL_other-seed
Seed_starch_1-4	D2	21.4	22.8	QTL_other-seed
Seed_starch_1-5	I	20.1	27.4	QTL_other-seed
Seed_starch_1-6	I	36.5	37.6	QTL_other-seed
Seed_starch_1-7	I	36.5	117.99	QTL_other-seed
Seed_stearic_1-1	J	82.15	84.15	QTL_oil
Seed_stearic_2-1	C2	117.8	125.3	QTL_oil
Seed_stearic_2-2	L	54.6	64.2	QTL_oil
Seed_stearic_3-1	F	129.63	131.63	QTL_oil
Seed_stearic_3-2	G	75.76	77.76	QTL_oil
Seed_stearic_3-3	M	6.84	8.84	QTL_oil
Seed_stearic_3-4	G	42.38	44.38	QTL_oil
Seed_stearic_4-1	B2	55.2	75.34	QTL_oil
Seed_stearic_4-2	J	10.74	12.74	QTL_oil
Seed_stearic_5-1	B2	71.68	75.58	QTL_oil
Seed_stearic_5-2	C2	107.58	109.58	QTL_oil
Seed_stearic_5-3	D1b	43.91	48.91	QTL_oil
Seed_stearic_5-5	K	68.92	80.12	QTL_oil
Seed_stearic_6-1	A1	0	5.36	QTL_oil
Seed_stearic_6-2	A1	95.68	103.93	QTL_oil
Seed_stearic_6-3	F	1.92	16.08	QTL_oil
Seed_stearic_6-4	G	94.4	108.69	QTL_oil
Seed_stearic_6-5	N	92.15	102.05	QTL_oil
Seed_stearic_7-1	D1b	39.04	41.04	QTL_oil
Seed_sucrose_1-1	A1	7.82	9.82	QTL_other-seed
Seed_sucrose_1-10	E	16.12	18.12	QTL_other-seed
Seed_sucrose_1-13	A2	52.16	54.16	QTL_other-seed
Seed_sucrose_1-2	A2	70.38	72.38	QTL_other-seed
Seed_sucrose_1-3	A2	49.4	51.4	QTL_other-seed
Seed_sucrose_1-4	I	31.42	33.42	QTL_other-seed
Seed_sucrose_1-5	F	63.85	65.85	QTL_other-seed
Seed_sucrose_1-6	L	35.7	37.7	QTL_other-seed
Seed_sucrose_1-7	L	34.3	36.3	QTL_other-seed
Seed_sucrose_1-8	L	48.4	50.4	QTL_other-seed
Seed_sucrose_1-9	M	2.05	4.05	QTL_other-seed
Seed_sucrose_2-1	B1	45.38	47.38	QTL_other-seed
Seed_sucrose_2-10	L	58.52	60.52	QTL_other-seed
Seed_sucrose_2-11	L	58.34	60.34	QTL_other-seed
Seed_sucrose_2-2	D1b	86.19	88.19	QTL_other-seed
Seed_sucrose_2-3	L	26.92	28.92	QTL_other-seed
Seed_sucrose_2-4	L	30.21	32.21	QTL_other-seed
Seed_sucrose_2-5	L	29.93	31.93	QTL_other-seed
Seed_sucrose_2-6	L	29.58	31.58	QTL_other-seed
Seed_sucrose_2-7	L	40	42	QTL_other-seed
Seed_sucrose_2-8	L	32.7	34.7	QTL_other-seed
Seed_sucrose_2-9	L	33.54	35.54	QTL_other-seed
Seed_sucrose_3-1	B2	71.12	73.12	QTL_other-seed
Seed_sucrose_3-2	D1b	74.66	76.66	QTL_other-seed
Seed_sucrose_3-3	E	43.98	45.98	QTL_other-seed
Seed_sucrose_3-4	H	45.95	47.95	QTL_other-seed
Seed_sucrose_3-5	J	14.69	24.69	QTL_other-seed
Seed_sucrose_3-6	J	31.09	33.09	QTL_other-seed
Seed_sucrose_4-1	A1	28.94	29.5	QTL_other-seed
Seed_sucrose_4-2	K	27.53	37.43	QTL_other-seed
Seed_thickness_1-1	N	74.98	76.48	QTL_other-seed
Seed_thickness_1-2	N	75.91	102.05	QTL_other-seed
Seed_thickness_1-3	A1	75.91	102.05	QTL_other-seed
Seed_thickness_1-4	C2	30.46	44.66	QTL_other-seed
Seed_thickness_1-5	M	18.58	60.47	QTL_other-seed
Seed_thickness_1-6	M	50.09	60.47	QTL_other-seed
Seed_thickness_1-7	G	4.53	50.09	QTL_other-seed
Seed_thickness_1-8	I	74.26	98.11	QTL_other-seed
"Seed_tocopherol,_alpha_1-1"	B2	6.84	8.84	QTL_other-seed
"Seed_tocopherol,_alpha_1-2"	C2	96.83	98.83	QTL_other-seed
"Seed_tocopherol,_alpha_1-3"	D1b	58.61	60.61	QTL_other-seed
"Seed_tocopherol,_alpha_1-4"	I	111.69	113.69	QTL_other-seed
"Seed_tocopherol,_alpha_2-1"	B2	6.84	8.84	QTL_other-seed
"Seed_tocopherol,_alpha_2-2"	C2	97.83	107.58	QTL_other-seed
"Seed_tocopherol,_alpha_2-3"	D1b	59.61	116.34	QTL_other-seed
"Seed_tocopherol,_alpha_2-4"	I	112.69	113.76	QTL_other-seed
"Seed_tocopherol,_delta_1-1"	A2	0	2	QTL_other-seed
"Seed_tocopherol,_delta_1-2"	D1a	55.2	57.2	QTL_other-seed
"Seed_tocopherol,_delta_1-3"	F	8.69	10.69	QTL_other-seed
"Seed_tocopherol,_delta_1-4"	I	45.22	47.22	QTL_other-seed
"Seed_tocopherol,_delta_2-1"	D1a	56.08	56.2	QTL_other-seed
"Seed_tocopherol,_delta_2-2"	F	3.95	9.69	QTL_other-seed
"Seed_tocopherol,_delta_2-3"	I	46.22	75	QTL_other-seed
"Seed_tocopherol,_gamma_1-1"	A2	0	2	QTL_other-seed
"Seed_tocopherol,_gamma_1-2"	C1	0	2	QTL_other-seed
"Seed_tocopherol,_gamma_1-3"	C2	100.75	102.75	QTL_other-seed
"Seed_tocopherol,_gamma_1-4"	G	61.16	63.16	QTL_other-seed
"Seed_tocopherol,_gamma_1-5"	D1b	58.61	60.61	QTL_other-seed
"Seed_tocopherol,_gamma_1-6"	O	54.81	56.81	QTL_other-seed
"Seed_tocopherol,_gamma_1-7"	E	44.15	46.15	QTL_other-seed
"Seed_tocopherol,_gamma_1-8"	J	37.7	39.7	QTL_other-seed
"Seed_tocopherol,_gamma_2-1"	A2	0	36.77	QTL_other-seed
"Seed_tocopherol,_gamma_2-2"	C1	0	2	QTL_other-seed
"Seed_tocopherol,_gamma_2-3"	C2	94.65	101.75	QTL_other-seed
"Seed_tocopherol,_gamma_2-4"	G	62.16	66.55	QTL_other-seed
"Seed_tocopherol,_gamma_2-5"	D1b	59.61	116.34	QTL_other-seed
"Seed_tocopherol,_gamma_2-6"	O	55.81	59.43	QTL_other-seed
"Seed_tocopherol,_gamma_2-7"	J	37.7	39.7	QTL_other-seed
"Seed_tocopherol,_total_1-1"	C2	96.83	98.83	QTL_other-seed
"Seed_tocopherol,_total_1-2"	C2	100.75	102.75	QTL_other-seed
"Seed_tocopherol,_total_1-3"	D1b	99.88	101.88	QTL_other-seed
"Seed_tocopherol,_total_1-4"	N	102.33	104.33	QTL_other-seed
"Seed_tocopherol,_total_1-5"	O	99.37	101.37	QTL_other-seed
"Seed_tocopherol,_total_2-1"	C2	96.83	98.83	QTL_other-seed
"Seed_tocopherol,_total_2-2"	C2	94.65	101.75	QTL_other-seed
"Seed_tocopherol,_total_2-3"	D1b	53.02	100.88	QTL_other-seed
"Seed_tocopherol,_total_2-4"	D1b	100.37	118.13	QTL_other-seed
Seed_total_isoflavone_9-1	A2	14.99	116.73	QTL_other-seed
Seed_total_isoflavone_9-10	O	51	65.18	QTL_other-seed
Seed_total_isoflavone_9-11	F	3.35	102.08	QTL_other-seed
Seed_total_isoflavone_9-2	E	15.86	43.29	QTL_other-seed
Seed_total_isoflavone_9-3	F	3.35	20.55	QTL_other-seed
Seed_total_isoflavone_9-4	H	67.16	72.18	QTL_other-seed
Seed_total_isoflavone_9-5	H	67.16	78.05	QTL_other-seed
Seed_total_isoflavone_9-6	K	46.2	58	QTL_other-seed
Seed_total_isoflavone_9-7	L	32.36	68.26	QTL_other-seed
Seed_total_isoflavone_9-8	D2	32.36	68.26	QTL_other-seed
Seed_total_isoflavone_9-9	M	35.48	48.86	QTL_other-seed
Seed_viability_1-1	A2	158.63	160.63	QTL_other-seed
Seed_viability_1-2	D1b	74.41	76.41	QTL_other-seed
Seed_viability_1-3	H	104.73	106.73	QTL_other-seed
Seed_viability_1-4	J	24.51	26.51	QTL_other-seed
Seed_volume_1-1	E	8.67	17.45	QTL_other-seed
Seed_volume_1-10	C1	73.17	75.11	QTL_other-seed
Seed_volume_1-11	C1	122.62	123.79	QTL_other-seed
Seed_volume_1-2	E	56.27	67.91	QTL_other-seed
Seed_volume_1-3	A2	108.77	115.93	QTL_other-seed
Seed_volume_1-4	A1	75.41	81.52	QTL_other-seed
Seed_volume_1-5	C2	23.34	30.79	QTL_other-seed
Seed_volume_1-6	M	18.58	33.47	QTL_other-seed
Seed_volume_1-7	L	66.51	70.36	QTL_other-seed
Seed_volume_1-8	L	66.51	92	QTL_other-seed
Seed_volume_1-9	C1	10.34	65.08	QTL_other-seed
Seed_volume_2-1	C2	112.7	114.7	QTL_other-seed
Seed_weight_1-1	A2	118.09	120.09	QTL_other-seed
Seed_weight_1-2	C2	24.07	26.07	QTL_other-seed
Seed_weight_1-3	A1	92.59	94.59	QTL_other-seed
Seed_weight_10-1	A1	91.89	93.89	QTL_other-seed
Seed_weight_10-10	K	29.28	31.28	QTL_other-seed
Seed_weight_10-11	M	6.84	8.84	QTL_other-seed
Seed_weight_10-2	A2	115.73	117.73	QTL_other-seed
Seed_weight_10-3	B1	80.31	82.31	QTL_other-seed
Seed_weight_10-4	B2	71.51	73.51	QTL_other-seed
Seed_weight_10-5	C2	22.34	24.34	QTL_other-seed
Seed_weight_10-6	F	2.04	4.04	QTL_other-seed
Seed_weight_10-7	F	50.5	52.5	QTL_other-seed
Seed_weight_10-9	G	68.87	70.87	QTL_other-seed
Seed_weight_11-1	B1	58.66	60.66	QTL_other-seed
Seed_weight_11-2	E	22.7	24.7	QTL_other-seed
Seed_weight_11-3	F	73.7	75.7	QTL_other-seed
Seed_weight_11-4	G	96.24	98.24	QTL_other-seed
Seed_weight_12-1	M	111.08	113.08	QTL_other-seed
Seed_weight_12-2	O	63	65	QTL_other-seed
Seed_weight_12-3	L	92.89	94.89	QTL_other-seed
Seed_weight_12-4	M	79.02	81.02	QTL_other-seed
Seed_weight_12-5	L	33.54	35.54	QTL_other-seed
Seed_weight_12-6	O	4.44	6.44	QTL_other-seed
Seed_weight_12-7	O	81.09	83.09	QTL_other-seed
Seed_weight_12-8	I	21.84	23.84	QTL_other-seed
Seed_weight_13-1	A2	53.9	55.9	QTL_other-seed
Seed_weight_13-10	L	29.2	31.2	QTL_other-seed
Seed_weight_13-11	M	132.8	134.8	QTL_other-seed
Seed_weight_13-2	B2	64.6	66.6	QTL_other-seed
Seed_weight_13-3	B2	71.8	73.8	QTL_other-seed
Seed_weight_13-5	D2	56.1	58.1	QTL_other-seed
Seed_weight_13-6	F	62.7	64.7	QTL_other-seed
Seed_weight_13-7	H	37.9	39.9	QTL_other-seed
Seed_weight_13-8	H	80	82	QTL_other-seed
Seed_weight_13-9	L	91	93	QTL_other-seed
Seed_weight_14-1	D2	28.56	30.56	QTL_other-seed
Seed_weight_15-1	C2	107.6	119.8	QTL_other-seed
Seed_weight_15-2	D1a	42	88.2	QTL_other-seed
Seed_weight_15-3	F	51.2	77.7	QTL_other-seed
Seed_weight_15-4	G	33.1	47.4	QTL_other-seed
Seed_weight_15-5	I	82.78	100.78	QTL_other-seed
Seed_weight_15-6	K	46.63	56.62	QTL_other-seed
Seed_weight_15-7	L	62.2	70.5	QTL_other-seed
Seed_weight_16-1	C2	109	116	QTL_other-seed
Seed_weight_16-2	C2	105	112.45	QTL_other-seed
Seed_weight_16-3	H	1	23	QTL_other-seed
Seed_weight_17-1	L	65.26	85.26	QTL_other-seed
Seed_weight_18-1.1	D1a	17.52	107.89	QTL_other-seed
Seed_weight_18-1.2	D1a	16.52	18.52	QTL_other-seed
Seed_weight_18-2	D2	46.73	48.73	QTL_other-seed
Seed_weight_19-1	C2	109	116	QTL_other-seed
Seed_weight_19-2	F	55.45	62.45	QTL_other-seed
Seed_weight_2-1	C1	17.62	19.62	QTL_other-seed
Seed_weight_2-2	C2	94.61	96.61	QTL_other-seed
Seed_weight_2-3	E	45.3	47.3	QTL_other-seed
Seed_weight_2-4	F	58.77	60.77	QTL_other-seed
Seed_weight_2-5	G	51.6	53.6	QTL_other-seed
Seed_weight_2-6	J	26.63	28.63	QTL_other-seed
Seed_weight_2-7	K	83.54	85.54	QTL_other-seed
Seed_weight_20-1	B1	53.41	57.91	QTL_other-seed
Seed_weight_20-2	C1	72.84	74.84	QTL_other-seed
Seed_weight_20-3	B1	56.91	58.91	QTL_other-seed
Seed_weight_20-4	B1	53.41	57.91	QTL_other-seed
Seed_weight_21-1	B1	31.5	33.5	QTL_other-seed
Seed_weight_21-2	D2	21.97	23.97	QTL_other-seed
Seed_weight_21-3	K	66.73	68.73	QTL_other-seed
Seed_weight_22-1	A2	95.97	97.97	QTL_other-seed
Seed_weight_22-2	B1	31.5	33.5	QTL_other-seed
Seed_weight_22-3	D2	21.97	23.97	QTL_other-seed
Seed_weight_22-4	D2	22.97	24.92	QTL_other-seed
Seed_weight_23-1	B2	64.55	66.55	QTL_other-seed
Seed_weight_23-2	H	52.34	54.34	QTL_other-seed
Seed_weight_24-1	C2	120.26	122.26	QTL_other-seed
Seed_weight_24-2	I	26.98	28.98	QTL_other-seed
Seed_weight_24-3	I	45.22	47.22	QTL_other-seed
Seed_weight_25-1	A1	16.16	19.16	QTL_other-seed
Seed_weight_25-2	B1	32.5	46.38	QTL_other-seed
Seed_weight_25-3	N	78.51	84.51	QTL_other-seed
Seed_weight_25-4	O	58.4	93.37	QTL_other-seed
Seed_weight_27-1	G	52	58.4	QTL_other-seed
Seed_weight_27-2	O	58.4	60.4	QTL_other-seed
Seed_weight_27-3	K	66.43	90.93	QTL_other-seed
Seed_weight_29-1	B2	5.05	7.05	QTL_other-seed
Seed_weight_29-2	E	31.27	33.27	QTL_other-seed
Seed_weight_29-3	D1a	107.88	109.88	QTL_other-seed
Seed_weight_29-4	B2	5.05	7.05	QTL_other-seed
Seed_weight_29-5	I	45.22	47.22	QTL_other-seed
Seed_weight_3-1	D2	9.35	11.35	QTL_other-seed
Seed_weight_3-2	F	46.63	48.63	QTL_other-seed
Seed_weight_3-3	G	96.24	98.24	QTL_other-seed
Seed_weight_3-4	K	66.73	68.73	QTL_other-seed
Seed_weight_3-5	L	88.1	90.1	QTL_other-seed
Seed_weight_3-6	L	3.1	5.1	QTL_other-seed
Seed_weight_3-8	B2	54.18	56.18	QTL_other-seed
Seed_weight_30-1	D1a	107.88	109.88	QTL_other-seed
Seed_weight_30-2	N	31.84	33.84	QTL_other-seed
Seed_weight_30-3	N	64.45	66.45	QTL_other-seed
Seed_weight_30-4	A2	53.91	55.91	QTL_other-seed
Seed_weight_30-5	K	45.2	47.2	QTL_other-seed
Seed_weight_30-6	J	43.68	45.68	QTL_other-seed
Seed_weight_30-7	D2	38.34	40.34	QTL_other-seed
Seed_weight_31-1	C2	112.95	114.95	QTL_other-seed
Seed_weight_31-2	C2	106.58	108.58	QTL_other-seed
Seed_weight_31-3	I	85.73	87.73	QTL_other-seed
Seed_weight_32-1	B1	64.91	123.95	QTL_other-seed
Seed_weight_32-2	E	39.16	45.15	QTL_other-seed
Seed_weight_32-3	N	32.84	34.52	QTL_other-seed
Seed_weight_33-1	C2	45.75	61.98	QTL_other-seed
Seed_weight_33-2	E	35.79	41.24	QTL_other-seed
Seed_weight_34-1	A2	100.08	159.63	QTL_other-seed
Seed_weight_34-10	A2	9.14	60.59	QTL_other-seed
Seed_weight_34-11	D1a	56.57	69.91	QTL_other-seed
Seed_weight_34-12	E	45.4	46.63	QTL_other-seed
Seed_weight_34-13	A2	38.06	145.57	QTL_other-seed
Seed_weight_34-14	B1	100.87	123.95	QTL_other-seed
Seed_weight_34-15	C2	112.19	113.38	QTL_other-seed
Seed_weight_34-16	C2	107.58	121.26	QTL_other-seed
Seed_weight_34-17	D2	91.2	93.7	QTL_other-seed
Seed_weight_34-18	J	42	44	QTL_other-seed
Seed_weight_34-2	C2	113.95	117.76	QTL_other-seed
Seed_weight_34-3	D1b	75.94	77.34	QTL_other-seed
Seed_weight_34-4	H	81.04	91.2	QTL_other-seed
Seed_weight_34-5	I	18.5	46.22	QTL_other-seed
Seed_weight_34-6	K	41	43	QTL_other-seed
Seed_weight_34-7	L	70	72	QTL_other-seed
Seed_weight_34-8	O	54.2	118.3	QTL_other-seed
Seed_weight_34-9	A1	26.42	95.95	QTL_other-seed
Seed_weight_35-1	A2	36.77	100.08	QTL_other-seed
Seed_weight_35-10	D1a	49.84	56.57	QTL_other-seed
Seed_weight_35-11	M	13.56	18.58	QTL_other-seed
Seed_weight_35-2	C2	113.95	117.76	QTL_other-seed
Seed_weight_35-3	D1b	76.04	77.34	QTL_other-seed
Seed_weight_35-4	H	67.16	81.04	QTL_other-seed
Seed_weight_35-5	I	21.9	46.22	QTL_other-seed
Seed_weight_35-6	K	15.59	42.7	QTL_other-seed
Seed_weight_35-7	L	59.52	70.36	QTL_other-seed
Seed_weight_35-8	O	113.3	123.3	QTL_other-seed
Seed_weight_35-9	B1	84.19	100.87	QTL_other-seed
Seed_weight_36-1	A2	100.08	159.63	QTL_other-seed
Seed_weight_36-10	A2	36.77	60.59	QTL_other-seed
Seed_weight_36-11	B1	79.19	89.19	QTL_other-seed
Seed_weight_36-12	E	44.27	45.4	QTL_other-seed
Seed_weight_36-13	A1	27.78	28.08	QTL_other-seed
Seed_weight_36-14	B2	39.63	72.8	QTL_other-seed
Seed_weight_36-15	C1	73.32	84.8	QTL_other-seed
Seed_weight_36-16	C2	97.83	107.58	QTL_other-seed
Seed_weight_36-17	D1a	63.62	73.62	QTL_other-seed
Seed_weight_36-2	C2	117.76	126.23	QTL_other-seed
Seed_weight_36-3	D1b	76.09	77.34	QTL_other-seed
Seed_weight_36-4	H	81.04	89.08	QTL_other-seed
Seed_weight_36-5	I	46.22	112.69	QTL_other-seed
Seed_weight_36-6	K	42.7	45.59	QTL_other-seed
Seed_weight_36-7	L	70.36	71.44	QTL_other-seed
Seed_weight_36-8	O	118.3	127.5	QTL_other-seed
Seed_weight_36-9	A1	26.42	28.08	QTL_other-seed
Seed_weight_37-10	D1b	116.34	128.04	QTL_other-seed
Seed_weight_37-11	I	60.53	65.13	QTL_other-seed
Seed_weight_37-12	A1	27.66	37.86	QTL_other-seed
Seed_weight_37-2	F	14.33	17.83	QTL_other-seed
Seed_weight_37-4	G	62.16	85.56	QTL_other-seed
Seed_weight_37-5	D1a	59	64.7	QTL_other-seed
Seed_weight_37-6	O	58.4	71.9	QTL_other-seed
Seed_weight_37-8	A2	100.48	119.18	QTL_other-seed
Seed_weight_37-9	B1	11.1	53.9	QTL_other-seed
Seed_weight_38-1	A2	56.13	58.13	QTL_other-seed
Seed_weight_38-2	C1	43.08	45.08	QTL_other-seed
Seed_weight_38-3	G	55.81	57.81	QTL_other-seed
Seed_weight_4-1	B1	57.91	59.91	QTL_other-seed
Seed_weight_4-2	G	66.53	68.53	QTL_other-seed
Seed_weight_4-3	L	35.7	37.7	QTL_other-seed
Seed_weight_4-4	J	27.13	29.13	QTL_other-seed
Seed_weight_4-5	A2	49.4	51.4	QTL_other-seed
Seed_weight_4-6	L	100.3	102.3	QTL_other-seed
Seed_weight_40-1	F	74.97	76.97	QTL_other-seed
Seed_weight_40-2	C2	106.58	108.58	QTL_other-seed
Seed_weight_40-3	C2	112.95	114.95	QTL_other-seed
Seed_weight_40-4	K	55.61	57.61	QTL_other-seed
Seed_weight_41-1	H	81.04	89.51	QTL_other-seed
Seed_weight_41-2	F	71.41	77.69	QTL_other-seed
Seed_weight_42-1	D1b	3.79	9.3	QTL_other-seed
Seed_weight_42-2	D2	34.09	57.07	QTL_other-seed
Seed_weight_42-3	F	44.41	62.79	QTL_other-seed
Seed_weight_42-4	L	87.41	92.66	QTL_other-seed
Seed_weight_42-5	M	107.69	112.08	QTL_other-seed
Seed_weight_43-1	C2	98.07	107.58	QTL_other-seed
Seed_weight_43-2	D2	66.26	79.23	QTL_other-seed
Seed_weight_43-3	H	8.48	27.63	QTL_other-seed
Seed_weight_43-4	L	71.44	87.41	QTL_other-seed
Seed_weight_44-1	H	52.34	54.34	QTL_other-seed
Seed_weight_44-2	F	49.2	82.2	QTL_other-seed
Seed_weight_45-1	C2	39.29	41.29	QTL_other-seed
Seed_weight_45-2	D1a	76.48	78.48	QTL_other-seed
Seed_weight_45-3	C1	79.62	81.62	QTL_other-seed
Seed_weight_45-4	M	34.84	36.84	QTL_other-seed
Seed_weight_45-5	M	70.01	72.01	QTL_other-seed
Seed_weight_45-6	F	73.3	107	QTL_other-seed
Seed_weight_46-1	F	11.37	16.08	QTL_other-seed
Seed_weight_47-1	M	13.56	18.58	QTL_other-seed
Seed_weight_47-2	D2	24.52	124.3	QTL_other-seed
Seed_weight_47-3	C1	0	127.76	QTL_other-seed
Seed_weight_49-1	A2	14.99	159.63	QTL_other-seed
Seed_weight_49-10	D2	47.73	113.61	QTL_other-seed
Seed_weight_49-11	E	45.09	45.15	QTL_other-seed
Seed_weight_49-12	F	77.69	85.33	QTL_other-seed
Seed_weight_49-13	F	75.97	77.69	QTL_other-seed
